Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    109     91.774      6.334		0.31467949913026405 | 0.7323258087671446
 R  46 G 224    111     96.314      4.234		0.0 | 0.08807732247284229

 R  46 G 225    107     96.504      4.281		0.0 | 0.08807732247284229

 R  46 G 226    111     96.492      4.206		0.0 | 0.09807732247284229

 R  46 G 227    107     96.396       4.07		0.01 | 0.09807732247284229

 R  46 G 228    111     96.422      4.381		0.0 | 0.08807732247284229

 R  46 G 229    109     96.496      4.169		0.0 | 0.0780773224728423

 R  46 G 230    111      96.34       4.37		0.0 | 0.09807732247284229

 R  46 G 231    107     96.374      4.151		0.01 | 0.08807732247284229

 R  46 G 232    107     96.212      4.092		0.01 | 0.08807732247284229

 R  46 G 233    111     96.522       4.23		0.0 | 0.09807732247284229

 R  46 G 234    109      96.53      4.312		0.01 | 0.08807732247284229

 R  46 G 235    109     96.238      4.271		0.01 | 0.10807732247284228

 R  46 G 236    111     96.314      4.244		0.01 | 0.09807732247284229

 R  46 G 237    109     96.288      4.217		0.01 | 0.09807732247284229

 R  46 G 238    111     96.462      4.284		0.01 | 0.08807732247284229

 R  46 G 239    111     96.568      4.141		0.01 | 0.08807732247284229

 R  46 G 240    111     96.548      4.144		0.0 | 0.08807732247284229

 R  46 G 241    109      96.18      4.175		0.0 | 0.08807732247284229

 R  46 G 242    107     96.342      4.233		0.01 | 0.08807732247284229

 R  46 G 243    109     96.294      4.208		0.01 | 0.10807732247284228

 R  46 G 244    111     96.594      4.265		0.0 | 0.0780773224728423

 R  46 G 245    107     96.566      4.337		0.0 | 0.08807732247284229

 R  46 G 246    107     96.584       4.34		0.0 | 0.08807732247284229

 R  46 G 247    111      96.46      4.269		0.0 | 0.08807732247284229

 R  46 G 248    107     96.376      4.136		0.0 | 0.08807732247284229

 R  46 G 249    111     96.472      4.226		0.0 | 0.0780773224728423

 R  46 G 250    107     96.288       4.09		0.01 | 0.09807732247284229

 R  46 G 251    107      96.42      4.198		0.0 | 0.08807732247284229

 R  46 G 252    109     96.458      4.227		0.01 | 0.08807732247284229

 R  46 G 253    111     96.492      4.309		0.0 | 0.08807732247284229

 R  46 G 254    111      96.54      4.118		0.0 | 0.09807732247284229

 R  46 G 255    111     96.656      4.295		0.0 | 0.08807732247284229

 R  46 G 256    111     96.382      4.273		0.0 | 0.08807732247284229

 R  46 G 257    111     96.534      4.295		0.01 | 0.09807732247284229

 R  46 G 258    111     96.288      3.996		0.0 | 0.0680773224728423

 R  46 G 259    111       96.3      4.196		0.0 | 0.08807732247284229

 R  46 G 260    111      96.09      4.236		0.0 | 0.09807732247284229

 R  46 G 261    111     96.484      4.252		0.0 | 0.09807732247284229

 R  46 G 262    111     96.534      4.222		0.0 | 0.0680773224728423

 R  46 G 263    111     96.598      4.186		0.01 | 0.08807732247284229

 R  46 G 264    109     96.486      4.151		0.01 | 0.09807732247284229

 R  46 G 265    107     96.272      4.077		0.0 | 0.08807732247284229

 R  46 G 266    109     96.854      4.203		0.01 | 0.09807732247284229

 R  46 G 267    111     96.558      4.076		0.0 | 0.0780773224728423

 R  46 G 268    107     96.648      4.127		0.0 | 0.08807732247284229

 R  46 G 269    113     96.462      4.255		0.02 | 0.09807732247284229

 R  46 G 270    111     96.526      4.202		0.0 | 0.08807732247284229

 R  46 G 271    111     96.336      4.116		0.0 | 0.0680773224728423

 R  46 G 272    111     96.576       4.11		0.01 | 0.09807732247284229

 R  46 G 273    107     96.386      4.298		0.0 | 0.08807732247284229

 R  46 G 274    111     96.512      4.232		0.01 | 0.0680773224728423

 R  46 G 275    111      96.52      4.211		0.0 | 0.08807732247284229

 R  46 G 276    111     96.534      4.255		0.0 | 0.08807732247284229

 R  46 G 277    107     96.344      4.198		0.0 | 0.0680773224728423

 R  46 G 278    111     96.238      4.101		0.02 | 0.09807732247284229

 R  46 G 279    107     96.288      4.116		0.01 | 0.0680773224728423

 R  46 G 280    111     96.466      4.157		0.0 | 0.08807732247284229

 R  46 G 281    111      96.36      4.157		0.01 | 0.0680773224728423

 R  46 G 282    107     96.526      4.084		0.0 | 0.08807732247284229

 R  46 G 283    107       96.4      4.067		0.01 | 0.09807732247284229

 R  46 G 284    107     96.482      4.144		0.0 | 0.08807732247284229

 R  46 G 285    111     96.378        4.3		0.0 | 0.08807732247284229

 R  46 G 286    111     96.462       4.04		0.0 | 0.0780773224728423

 R  46 G 287    107     96.446      4.093		0.0 | 0.0680773224728423

 R  46 G 288    107     96.492       4.21		0.01 | 0.0680773224728423

 R  46 G 289    109     96.412       4.09		0.01 | 0.10807732247284228

 R  46 G 290    109     96.548      4.068		0.01 | 0.0680773224728423

 R  46 G 291    109      96.36      4.242		0.01 | 0.0680773224728423

 R  46 G 292    111     96.574      4.243		0.0 | 0.0580773224728423

 R  46 G 293    111     96.706      3.986		0.01 | 0.09807732247284229

 R  46 G 294    107     96.438      4.173		0.0 | 0.08807732247284229

 R  46 G 295    111      96.54      4.209		0.01 | 0.08807732247284229

 R  46 G 296    109     96.376      4.131		0.01 | 0.0680773224728423

 R  46 G 297    109     96.594      4.184		0.01 | 0.0780773224728423

 R  46 G 298    107     96.422      4.115		0.0 | 0.0680773224728423

 R  46 G 299    107     96.584      4.288		0.0 | 0.0780773224728423

 R  46 G 300    109      96.71       4.11		0.0 | 0.0780773224728423

 R  46 G 301    111      96.52      4.242		0.02 | 0.0680773224728423

 R  46 G 302    107      96.35      4.187		0.0 | 0.08807732247284229

 R  46 G 303    107      96.59      3.932		0.01 | 0.0680773224728423

 R  46 G 304    107      96.43      4.062		0.02 | 0.0680773224728423

 R  46 G 305    107     96.564      4.196		0.02 | 0.0680773224728423

 R  46 G 306    111       96.7      4.189		0.01 | 0.0680773224728423

 R  46 G 307    111     96.598       4.15		0.0 | 0.0780773224728423

 R  46 G 308    111     96.526      4.086		0.01 | 0.0680773224728423

 R  46 G 309    111     96.742      3.982		0.0 | 0.08807732247284229

 R  46 G 310    107     96.526       4.19		0.0 | 0.08807732247284229

 R  46 G 311    107     96.466      4.129		0.0 | 0.0780773224728423

 R  46 G 312    109      96.39      4.091		0.01 | 0.0680773224728423

 R  46 G 313    111     96.618      4.219		0.01 | 0.0680773224728423

 R  46 G 314    111     96.472      4.175		0.01 | 0.0780773224728423

 R  46 G 315    109     96.594      4.129		0.01 | 0.0780773224728423

 R  46 G 316    111     96.412       4.16		0.01 | 0.0780773224728423

 R  46 G 317    107     96.328      3.952		0.01 | 0.0780773224728423

 R  46 G 318    109     96.564      4.202		0.0 | 0.09807732247284229

 R  46 G 319    111     96.452      4.179		0.01 | 0.0680773224728423

 R  46 G 320    107     96.478      4.286		0.01 | 0.0780773224728423

 R  46 G 321    111     96.236      4.215		0.0 | 0.0780773224728423

 R  46 G 322    107     96.508      3.993		0.01 | 0.0780773224728423

 R  46 G 323    107      96.59       4.03		0.01 | 0.0580773224728423

 R  46 G 324    111     96.692      4.125		0.0 | 0.09807732247284229

 R  46 G 325    109     96.368      4.186		0.0 | 0.09807732247284229

 R  46 G 326    109     96.336      4.145		0.01 | 0.0680773224728423

 R  46 G 327    111     96.574      4.117		0.01 | 0.0580773224728423

 R  46 G 328    107       96.6      4.008		0.0 | 0.0680773224728423

 R  46 G 329    109     96.596      4.078		0.0 | 0.09807732247284229

 R  46 G 330    107     96.398      4.049		0.0 | 0.09807732247284229

 R  46 G 331    109     96.678      4.017		0.01 | 0.0480773224728423

 R  46 G 332    111      96.55      4.208		0.01 | 0.08807732247284229

 R  46 G 333    111      96.48      4.084		0.0 | 0.0480773224728423

 R  46 G 334    109      96.34      4.066		0.01 | 0.0680773224728423

 R  46 G 335    109     96.356       4.04		0.01 | 0.0580773224728423

 R  46 G 336    111     96.784      4.053		0.0 | 0.09807732247284229

 R  46 G 337    107     96.406      4.166		0.0 | 0.0680773224728423

 R  46 G 338    107     96.544      4.174		0.0 | 0.09807732247284229

 R  46 G 339    111      96.75      4.194		0.0 | 0.0780773224728423

 R  46 G 340    109     96.724      4.127		0.0 | 0.0680773224728423

 R  46 G 341    107      96.41      4.172		0.01 | 0.0680773224728423

 R  46 G 342    111      96.59       4.19		0.0 | 0.09807732247284229

 R  46 G 343    107     96.652      4.186		0.01 | 0.0680773224728423

 R  46 G 344    107     96.584      3.915		0.0 | 0.09807732247284229

 R  46 G 345    107       96.5      4.044		0.0 | 0.0580773224728423

 R  46 G 346    107     96.632      3.974		0.0 | 0.0680773224728423

 R  46 G 347    109      96.82       4.04		0.0 | 0.0680773224728423

 R  46 G 348    111     96.474      4.148		0.01 | 0.0680773224728423

 R  46 G 349    109     96.752      4.246		0.01 | 0.0780773224728423

 R  46 G 350    109     96.454       4.14		0.01 | 0.0580773224728423

 R  46 G 351    107     96.934      4.168		0.0 | 0.0680773224728423

 R  46 G 352    107     96.706      4.047		0.01 | 0.0780773224728423

 R  46 G 353    107     96.554      4.073		0.01 | 0.0580773224728423

 R  46 G 354    107     96.628       4.09		0.0 | 0.09807732247284229

 R  46 G 355    113     96.416      4.103		0.01 | 0.0580773224728423

 R  46 G 356    107     96.466      3.977		0.0 | 0.09807732247284229

 R  46 G 357    107     96.514      4.161		0.0 | 0.10807732247284228

 R  46 G 358    109      96.44      4.134		0.01 | 0.0580773224728423

 R  46 G 359    107     96.578      4.124		0.02 | 0.0680773224728423

 R  46 G 360    109     96.566      4.052		0.01 | 0.0580773224728423

 R  46 G 361    109     96.688      3.958		0.01 | 0.0580773224728423

 R  46 G 362    111     96.644      4.183		0.0 | 0.0680773224728423

 R  46 G 363    107     96.688      4.111		0.0 | 0.09807732247284229

 R  46 G 364    107     96.544      4.128		0.01 | 0.0480773224728423

 R  46 G 365    111     96.218      4.089		0.01 | 0.0680773224728423

 R  46 G 366    107     96.456      4.156		0.01 | 0.0780773224728423

 R  46 G 367    111     96.382      4.034		0.0 | 0.10807732247284228

 R  46 G 368    111     96.512      4.145		0.01 | 0.0580773224728423

 R  46 G 369    109     96.316       4.14		0.01 | 0.0680773224728423

 R  46 G 370    109     96.464      4.069		0.01 | 0.0780773224728423

 R  46 G 371    109     96.512      3.996		0.01 | 0.0780773224728423

 R  46 G 372    107      96.48      4.092		0.0 | 0.08807732247284229

 R  46 G 373    111     96.492      4.244		0.01 | 0.0680773224728423

 R  46 G 374    111     96.694      4.139		0.01 | 0.10807732247284228

 R  46 G 375    111     96.518      4.129		0.0 | 0.10807732247284228

 R  46 G 376    107     96.572      3.999		0.01 | 0.0680773224728423

 R  46 G 377    109      96.33      4.113		0.01 | 0.0480773224728423

 R  46 G 378    107     96.478       4.09		0.0 | 0.09807732247284229

 R  46 G 379    107     96.374       4.17		0.0 | 0.10807732247284228

 R  46 G 380    107     96.406      3.941		0.0 | 0.0580773224728423

 R  46 G 381    107     96.608      4.165		0.01 | 0.0680773224728423

 R  46 G 382    109     96.658       4.23		0.01 | 0.0480773224728423

 R  46 G 383    107     96.298      4.163		0.02 | 0.10807732247284228

 R  46 G 384    111     96.244      4.184		0.0 | 0.10807732247284228

 R  46 G 385    113     96.316      4.134		0.02 | 0.10807732247284228

 R  46 G 386    107     96.484      4.077		0.02 | 0.10807732247284228

 R  46 G 387    111     96.478      4.272		0.0 | 0.10807732247284228

 R  46 G 388    111     96.586      4.197		0.01 | 0.0580773224728423

 R  46 G 389    111     96.612      4.002		0.01 | 0.0480773224728423

 R  46 G 390    111     96.548      4.234		0.02 | 0.0680773224728423

 R  46 G 391    111     96.464      4.343		0.02 | 0.0680773224728423

 R  46 G 392    107     96.416      4.323		0.02 | 0.10807732247284228

 R  46 G 393    109     96.262      4.221		0.01 | 0.0680773224728423

 R  46 G 394    107      96.47      4.152		0.01 | 0.0580773224728423

 R  46 G 395    109     96.624      4.236		0.02 | 0.10807732247284228

 R  46 G 396    109     96.424      4.255		0.01 | 0.0680773224728423

 R  46 G 397    111     96.788      4.116		0.0 | 0.0780773224728423

 R  46 G 398    109     96.508      4.238		0.03 | 0.0680773224728423

 R  46 G 399    107     96.644      4.189		0.01 | 0.0680773224728423

 R  46 G 400    111     96.468      4.154		0.03 | 0.0680773224728423

 R  46 G 401    109     96.418      4.135		0.03 | 0.0680773224728423

 R  46 G 402    109     96.388      4.177		0.0 | 0.0780773224728423

 R  46 G 403    109     96.506      4.169		0.01 | 0.0680773224728423

 R  46 G 404    107     96.584      4.281		0.03 | 0.0580773224728423

 R  46 G 405    109     96.574      4.157		0.01 | 0.0580773224728423

 R  46 G 406    109      96.76       4.18		0.0 | 0.09807732247284229

 R  46 G 407    111     96.454      4.243		0.0 | 0.08807732247284229

 R  46 G 408    109     96.398       4.25		0.02 | 0.0680773224728423

 R  46 G 409    111     96.266       4.35		0.01 | 0.0480773224728423

 R  46 G 410    107     96.326      4.135		0.03 | 0.0580773224728423

 R  46 G 411    109      96.55      4.276		0.0 | 0.08807732247284229

 R  46 G 412    111     96.642      4.084		0.01 | 0.0680773224728423

 R  46 G 413    107     96.502      4.379		0.0 | 0.08807732247284229

 R  46 G 414    111     96.618       4.18		0.01 | 0.0680773224728423

 R  46 G 415    111     96.568      4.349		0.02 | 0.10807732247284228

 R  46 G 416    111     96.524      4.197		0.01 | 0.0480773224728423

 R  46 G 417    107     96.572      4.061		0.0 | 0.0680773224728423

 R  46 G 418    111     96.444      4.175		0.0 | 0.0780773224728423

 R  46 G 419    107     96.316       4.05		0.02 | 0.0680773224728423

 R  46 G 420    111     96.758      4.123		0.0 | 0.10807732247284228

 R  46 G 421    111     96.526      4.206		0.0 | 0.0680773224728423

 R  46 G 422    111     96.784       4.14		0.0 | 0.0780773224728423

 R  46 G 423    107      96.46      4.097		0.01 | 0.0680773224728423

 R  46 G 424    107     96.446      4.055		0.01 | 0.0680773224728423

 R  46 G 425    111     96.572      4.024		0.0 | 0.08807732247284229

 R  46 G 426    107     96.654       4.12		0.01 | 0.0680773224728423

 R  46 G 427    107     96.312      4.067		0.01 | 0.0680773224728423

 R  46 G 428    109      96.59      4.077		0.01 | 0.0680773224728423

 R  46 G 429    111      96.42      4.142		0.01 | 0.0680773224728423

 R  46 G 430    107     96.658      4.203		0.01 | 0.0580773224728423

 R  46 G 431    107     96.398      4.144		0.0 | 0.08807732247284229

 R  46 G 432    111     96.622       4.07		0.01 | 0.0580773224728423

 R  46 G 433    107     96.704      4.062		0.01 | 0.0780773224728423

 R  46 G 434    107     96.762      3.987		0.01 | 0.0380773224728423

 R  46 G 435    109      96.64      4.181		0.01 | 0.0680773224728423

 R  46 G 436    111     96.764      4.045		0.01 | 0.0680773224728423

 R  46 G 437    111      96.69      4.146		0.0 | 0.08807732247284229

 R  46 G 438    111     97.018      4.111		0.01 | 0.0780773224728423

 R  46 G 439    109     96.348       4.09		0.01 | 0.0780773224728423

 R  46 G 440    109     96.532      4.131		0.02 | 0.0680773224728423

 R  46 G 441    111     96.418      4.219		0.0 | 0.08807732247284229

 R  46 G 442    107     96.344      4.183		0.01 | 0.0480773224728423

 R  46 G 443    111      96.56       4.24		0.01 | 0.0480773224728423

 R  46 G 444    111     96.608      4.164		0.0 | 0.08807732247284229

 R  46 G 445    107      96.51      4.173		0.01 | 0.0380773224728423

 R  46 G 446    109      96.51      4.259		0.02 | 0.10807732247284228

 R  46 G 447    111      96.73      4.104		0.01 | 0.0680773224728423

 R  46 G 448    109      96.59      3.945		0.01 | 0.0580773224728423

 R  46 G 449    111     96.568       4.19		0.01 | 0.0580773224728423

 R  46 G 450    111     96.582      4.154		0.01 | 0.0680773224728423

 R  46 G 451    111     96.528      4.165		0.01 | 0.0680773224728423

 R  46 G 452    109     96.676      4.134		0.01 | 0.0480773224728423

 R  46 G 453    109     96.612      4.159		0.0 | 0.08807732247284229
