Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    173     147.29      9.411		0.01879760767170746 | 0.06135201897844156
 R  44 G  78    169    155.524       5.15		0.9450559068618428 | 0.0324976152963139

 R  44 G  79    171      155.1      5.147		0.9450559068618428 | 0.0324976152963139

 R  44 G  80    169      155.2      5.265		0.9450559068618428 | 0.0324976152963139

 R  44 G  81    169    155.118      5.227		0.9450559068618428 | 0.0424976152963139

 R  44 G  82    169    155.134      5.263		0.9350559068618428 | 0.0324976152963139

 R  44 G  83    167    155.186      5.341		0.9450559068618428 | 0.022497615296313896

 R  44 G  84    169    155.332      5.292		0.9350559068618428 | 0.0324976152963139

 R  44 G  85    171    155.454      5.186		0.9350559068618428 | 0.022497615296313896

 R  44 G  86    167    155.456      5.033		0.9450559068618428 | 0.012497615296313895

 R  44 G  87    171     155.34      5.182		0.9450559068618428 | 0.0424976152963139

 R  44 G  88    169    155.212       5.28		0.9350559068618428 | 0.0324976152963139

 R  44 G  89    171     155.77      5.266		0.9450559068618428 | 0.012497615296313895

 R  44 G  90    173    155.234      5.314		0.9450559068618428 | 0.012497615296313895

 R  44 G  91    169    155.292       5.27		0.9350559068618428 | 0.0324976152963139

 R  44 G  92    169    155.698      4.943		0.9450559068618428 | 0.0324976152963139

 R  44 G  93    171    155.218      5.235		0.9450559068618428 | 0.0324976152963139

 R  44 G  94    171    155.248      5.145		0.9450559068618428 | 0.0424976152963139

 R  44 G  95    169    155.346      5.001		0.9450559068618428 | 0.0424976152963139

 R  44 G  96    171     155.28       5.16		0.9450559068618428 | 0.0424976152963139

 R  44 G  97    171    155.402      5.273		0.9450559068618428 | 0.0524976152963139

 R  44 G  98    169     155.29      5.201		0.9450559068618428 | 0.0424976152963139

 R  44 G  99    169    155.274      5.277		0.9450559068618428 | 0.0424976152963139

 R  44 G 100    171     155.33      4.946		0.9350559068618428 | 0.0424976152963139

 R  44 G 101    169    155.522      5.078		0.9450559068618428 | 0.0424976152963139

 R  44 G 102    169    155.334      4.959		0.9450559068618428 | 0.0324976152963139

 R  44 G 103    169    155.262      5.119		0.9350559068618428 | 0.0424976152963139

 R  44 G 104    169    155.328      5.274		0.9350559068618428 | 0.0424976152963139

 R  44 G 105    171    155.432      5.327		0.9450559068618428 | 0.022497615296313896

 R  44 G 106    169    155.326        5.1		0.9450559068618428 | 0.022497615296313896

 R  44 G 107    169    155.392      5.174		0.9350559068618428 | 0.0424976152963139

 R  44 G 108    169    155.592       4.94		0.9450559068618428 | 0.012497615296313895

 R  44 G 109    171      155.3      4.961		0.9450559068618428 | 0.012497615296313895

 R  44 G 110    171    155.344      5.247		0.9350559068618428 | 0.0424976152963139

 R  44 G 111    169     155.45      5.138		0.9450559068618428 | 0.012497615296313895

 R  44 G 112    167    155.034      5.288		0.9450559068618428 | 0.012497615296313895

 R  44 G 113    169     155.54      5.143		0.9350559068618428 | 0.0324976152963139

 R  44 G 114    171    155.646      5.038		0.9450559068618428 | 0.0324976152963139

 R  44 G 115    169     155.58      5.237		0.9450559068618428 | 0.012497615296313895

 R  44 G 116    171    155.522      5.241		0.9450559068618428 | 0.0324976152963139

 R  44 G 117    169    155.688      5.125		0.9450559068618428 | 0.002497615296313895

 R  44 G 118    169    155.854      5.012		0.9450559068618428 | 0.012497615296313895

 R  44 G 119    169    155.304       5.21		0.9450559068618428 | 0.0424976152963139

 R  44 G 120    173    155.076      5.297		0.9450559068618428 | 0.0424976152963139

 R  44 G 121    171     155.37      5.304		0.9450559068618428 | 0.012497615296313895

 R  44 G 122    169      155.4      5.148		0.9450559068618428 | 0.0424976152963139

 R  44 G 123    169    155.198      5.185		0.9450559068618428 | 0.012497615296313895

 R  44 G 124    169     155.53      5.198		0.9450559068618428 | 0.012497615296313895

 R  44 G 125    167    155.536      5.223		0.9450559068618428 | 0.012497615296313895

 R  44 G 126    167      155.4      5.175		0.9450559068618428 | 0.012497615296313895

 R  44 G 127    171    155.544      5.075		0.9450559068618428 | 0.012497615296313895

 R  44 G 128    169    155.596      5.039		0.9450559068618428 | 0.0424976152963139

 R  44 G 129    169    155.422      5.188		0.9450559068618428 | 0.012497615296313895

 R  44 G 130    169    155.562      5.198		0.9450559068618428 | 0.012497615296313895

 R  44 G 131    169    155.568      4.854		0.9450559068618428 | 0.022497615296313896

 R  44 G 132    169    155.602      5.053		0.9450559068618428 | 0.012497615296313895

 R  44 G 133    169    155.668      4.966		0.9450559068618428 | 0.012497615296313895

 R  44 G 134    171    155.386       4.85		0.9450559068618428 | 0.012497615296313895

 R  44 G 135    169     155.68      5.009		0.9550559068618428 | 0.012497615296313895

 R  44 G 136    169    155.352      5.031		0.9450559068618428 | 0.022497615296313896

 R  44 G 137    167    155.512      5.132		0.9550559068618428 | 0.012497615296313895

 R  44 G 138    169    155.306      5.249		0.9450559068618428 | 0.012497615296313895

 R  44 G 139    169    155.498       4.95		0.9450559068618428 | 0.012497615296313895

 R  44 G 140    169     155.17      4.995		0.9450559068618428 | 0.022497615296313896

 R  44 G 141    169     155.06      5.067		0.9450559068618428 | 0.012497615296313895

 R  44 G 142    167    155.368      5.057		0.9450559068618428 | 0.012497615296313895

 R  44 G 143    169    155.628      4.926		0.9350559068618428 | 0.0524976152963139

 R  44 G 144    169    155.394      4.935		0.9450559068618428 | 0.0324976152963139

 R  44 G 145    171    155.562      5.029		0.9450559068618428 | 0.012497615296313895

 R  44 G 146    169    155.408      5.092		0.9550559068618428 | 0.0424976152963139

 R  44 G 147    169    155.694      4.947		0.9550559068618428 | 0.012497615296313895

 R  44 G 148    171     155.36      5.199		0.9450559068618428 | 0.012497615296313895

 R  44 G 149    169    155.642      4.831		0.9450559068618428 | 0.002497615296313895

 R  44 G 150    169    155.592      4.892		0.9450559068618428 | 0.0324976152963139

 R  44 G 151    169    155.366      5.076		0.9550559068618428 | 0.012497615296313895

 R  44 G 152    171    155.424      4.801		0.9450559068618428 | 0.012497615296313895

 R  44 G 153    169    155.478      4.919		0.9550559068618428 | 0.012497615296313895

 R  44 G 154    171    155.758      5.072		0.9450559068618428 | 0.022497615296313896

 R  44 G 155    171     155.48      5.111		0.9550559068618428 | 0.012497615296313895

 R  44 G 156    171    155.616      4.732		0.9450559068618428 | 0.002497615296313895

 R  44 G 157    169    155.542      5.099		0.9450559068618428 | 0.022497615296313896

 R  44 G 158    169    155.524      4.868		0.9450559068618428 | 0.002497615296313895

 R  44 G 159    171    155.574      5.009		0.9350559068618428 | 0.0524976152963139

 R  44 G 160    169     155.75      4.885		0.9450559068618428 | 0.012497615296313895

 R  44 G 161    169     155.78      4.677		0.9550559068618428 | 0.002497615296313895

 R  44 G 162    171    155.748       4.91		0.9450559068618428 | 0.0324976152963139

 R  44 G 163    171    155.636      4.987		0.9550559068618428 | 0.012497615296313895

 R  44 G 164    171    155.564      4.973		0.9550559068618428 | 0.012497615296313895

 R  44 G 165    171    155.844      4.988		0.9550559068618428 | 0.012497615296313895

 R  44 G 166    167    155.686      4.726		0.9550559068618428 | 0.002497615296313895

 R  44 G 167    167    156.026      4.804		0.9550559068618428 | 0.012497615296313895

 R  44 G 168    169    155.768      4.959		0.9550559068618428 | 0.012497615296313895

 R  44 G 169    169    155.782      5.049		0.9550559068618428 | 0.012497615296313895

 R  44 G 170    171    155.688       4.97		0.9550559068618428 | 0.002497615296313895

 R  44 G 171    169    155.724      4.722		0.9550559068618428 | 0.012497615296313895

 R  44 G 172    169    155.788       4.59		0.9450559068618428 | 0.0324976152963139

 R  44 G 173    167    155.666      4.984		0.9450559068618428 | 0.022497615296313896

 R  44 G 174    171     155.59      4.998		0.9650559068618428 | 0.022497615296313896

 R  44 G 175    169    155.494       4.94		0.9550559068618428 | 0.012497615296313895

 R  44 G 176    171    155.534      4.841		0.9550559068618428 | 0.002497615296313895

 R  44 G 177    169     155.85      4.656		0.9650559068618428 | 0.022497615296313896

 R  44 G 178    169    155.866      4.769		0.9650559068618428 | 0.002497615296313895

 R  44 G 179    171    155.914      4.607		0.9550559068618428 | 0.012497615296313895

 R  44 G 180    171     155.61      4.907		0.9450559068618428 | 0.012497615296313895

 R  44 G 181    169    155.882       4.83		0.9550559068618428 | 0.022497615296313896

 R  44 G 182    167    155.972      4.964		0.9550559068618428 | 0.022497615296313896

 R  44 G 183    167    155.744      4.733		0.9550559068618428 | 0.022497615296313896

 R  44 G 184    169    155.842      4.834		0.9450559068618428 | 0.022497615296313896

 R  44 G 185    169     155.73       4.79		0.9550559068618428 | 0.022497615296313896

 R  44 G 186    169    155.916      4.701		0.9450559068618428 | 0.022497615296313896

 R  44 G 187    169    155.894      4.519		0.9650559068618428 | 0.002497615296313895

 R  44 G 188    167    155.664      4.529		0.9650559068618428 | 0.002497615296313895

 R  44 G 189    169     156.19      4.683		0.9550559068618428 | 0.022497615296313896

 R  44 G 190    167    155.776      4.825		0.9550559068618428 | 0.012497615296313895

 R  44 G 191    169    155.616      4.924		0.9550559068618428 | 0.0424976152963139

 R  44 G 192    169    155.882      4.884		0.9450559068618428 | 0.002497615296313895

 R  44 G 193    169     155.68      4.812		0.9550559068618428 | 0.022497615296313896

 R  44 G 194    167    155.656      4.888		0.9650559068618428 | 0.022497615296313896

 R  44 G 195    171    155.848      4.834		0.9350559068618428 | 0.002497615296313895

 R  44 G 196    169    155.772       4.79		0.9350559068618428 | 0.002497615296313895

 R  44 G 197    167     155.79      4.896		0.9650559068618428 | 0.012497615296313895

 R  44 G 198    169    155.822      4.639		0.9450559068618428 | 0.002497615296313895

 R  44 G 199    167    155.482      4.941		0.9550559068618428 | 0.002497615296313895

 R  44 G 200    169      155.8       4.86		0.9550559068618428 | 0.002497615296313895

 R  44 G 201    171    155.778      4.973		0.9550559068618428 | 0.022497615296313896

 R  44 G 202    169     155.66      4.958		0.9450559068618428 | 0.012497615296313895

 R  44 G 203    169    155.948      4.685		0.9550559068618428 | 0.002497615296313895

 R  44 G 204    169    155.722      4.682		0.9450559068618428 | 0.002497615296313895

 R  44 G 205    167    155.556      4.688		0.9450559068618428 | 0.022497615296313896

 R  44 G 206    167    155.672      4.692		0.9550559068618428 | 0.012497615296313895

 R  44 G 207    167    155.878      4.596		0.9550559068618428 | 0.002497615296313895

 R  44 G 208    167     156.14       4.64		0.9550559068618428 | 0.012497615296313895

 R  44 G 209    167    155.926      4.801		0.9450559068618428 | 0.012497615296313895

 R  44 G 210    167    155.824      4.623		0.9350559068618428 | 0.002497615296313895

 R  44 G 211    169    155.814      4.625		0.9550559068618428 | 0.012497615296313895

 R  44 G 212    167    155.944      4.404		0.9450559068618428 | 0.012497615296313895

 R  44 G 213    171    155.632      4.829		0.9550559068618428 | 0.002497615296313895

 R  44 G 214    169    156.106      4.532		0.9550559068618428 | 0.012497615296313895

 R  44 G 215    171    156.022      4.676		0.9650559068618428 | 0.022497615296313896

 R  44 G 216    169    155.808      4.799		0.9550559068618428 | 0.022497615296313896

 R  44 G 217    169     156.13      4.798		0.9550559068618428 | 0.002497615296313895

 R  44 G 218    169    155.644      4.939		0.9550559068618428 | 0.002497615296313895

 R  44 G 219    167    156.008      4.649		0.9650559068618428 | 0.022497615296313896

 R  44 G 220    169    155.822      4.693		0.9450559068618428 | 0.022497615296313896

 R  44 G 221    169    156.134       4.77		0.9550559068618428 | 0.012497615296313895

 R  44 G 222    167    155.754      4.819		0.9550559068618428 | 0.002497615296313895

 R  44 G 223    169    155.838      4.703		0.9550559068618428 | 0.012497615296313895

 R  44 G 224    169    155.736      4.674		0.9550559068618428 | 0.002497615296313895

 R  44 G 225    167    155.968       4.64		0.9550559068618428 | 0.002497615296313895

 R  44 G 226    169    155.964      4.521		0.9550559068618428 | 0.002497615296313895

 R  44 G 227    169     155.68      4.734		0.9550559068618428 | 0.002497615296313895

 R  44 G 228    167    156.038      4.593		0.9450559068618428 | 0.012497615296313895

 R  44 G 229    171    156.124       4.64		0.9450559068618428 | 0.012497615296313895

 R  44 G 230    171    156.196      4.772		0.9550559068618428 | 0.002497615296313895

 R  44 G 231    167     155.78      4.684		0.9450559068618428 | 0.01

 R  44 G 232    169    155.926      4.822		0.9450559068618428 | 0.012497615296313895

 R  44 G 233    169    155.966      4.558		0.9550559068618428 | 0.012497615296313895

 R  44 G 234    171     155.69      4.434		0.9550559068618428 | 0.01

 R  44 G 235    169    155.956      4.634		0.9750559068618428 | 0.022497615296313896

 R  44 G 236    167    155.928      4.372		0.9550559068618428 | 0.012497615296313895

 R  44 G 237    169     155.88      4.521		0.9550559068618428 | 0.002497615296313895

 R  44 G 238    171    156.034      4.635		0.9550559068618428 | 0.002497615296313895

 R  44 G 239    171    155.788      4.566		0.9350559068618428 | 0.012497615296313895

 R  44 G 240    167    155.968      4.638		0.9550559068618428 | 0.002497615296313895

 R  44 G 241    169     156.31      4.724		0.9550559068618428 | 0.002497615296313895

 R  44 G 242    171    156.268      4.474		0.9550559068618428 | 0.012497615296313895

 R  44 G 243    169    155.888      4.732		0.9550559068618428 | 0.01

 R  44 G 244    169     155.87      4.473		0.9450559068618428 | 0.012497615296313895

 R  44 G 245    167     155.69      4.621		0.9550559068618428 | 0.012497615296313895

 R  44 G 246    167    155.948      4.521		0.9550559068618428 | 0.0

 R  44 G 247    167    156.046      4.386		0.9550559068618428 | 0.012497615296313895

 R  44 G 248    167    155.768      4.702		0.9550559068618428 | 0.002497615296313895

 R  44 G 249    169     155.96      4.468		0.9450559068618428 | 0.012497615296313895

 R  44 G 250    169     156.33      4.551		0.9450559068618428 | 0.002497615296313895

 R  44 G 251    167    155.772      4.567		0.9550559068618428 | 0.0

 R  44 G 252    169    155.922       4.69		0.9550559068618428 | 0.002497615296313895

 R  44 G 253    167    155.964       4.39		0.9750559068618428 | 0.022497615296313896

 R  44 G 254    169    155.994      4.606		0.9650559068618428 | 0.002497615296313895

 R  44 G 255    167    156.086      4.535		0.9450559068618428 | 0.012497615296313895

 R  44 G 256    169     156.21      4.582		0.9650559068618428 | 0.002497615296313895

 R  44 G 257    169     155.76      4.376		0.9550559068618428 | 0.002497615296313895

 R  44 G 258    167    156.024      4.518		0.9550559068618428 | 0.012497615296313895

 R  44 G 259    169    155.778      4.643		0.9550559068618428 | 0.012497615296313895

 R  44 G 260    167    155.592      4.446		0.9550559068618428 | 0.002497615296313895

 R  44 G 261    171     156.32      4.531		0.9550559068618428 | 0.002497615296313895

 R  44 G 262    173    156.098      4.427		0.9550559068618428 | 0.002497615296313895

 R  44 G 263    167    155.976      4.534		0.9550559068618428 | 0.002497615296313895

 R  44 G 264    171     156.16      4.624		0.9550559068618428 | 0.002497615296313895

 R  44 G 265    169     156.21       4.69		0.9450559068618428 | 0.01

 R  44 G 266    167    156.158      4.279		0.9550559068618428 | 0.002497615296313895

 R  44 G 267    169    155.864      4.482		0.9550559068618428 | 0.012497615296313895

 R  44 G 268    171    156.266      4.581		0.9550559068618428 | 0.012497615296313895

 R  44 G 269    171    155.996      4.618		0.9550559068618428 | 0.002497615296313895

 R  44 G 270    169    156.104      4.469		0.9750559068618428 | 0.022497615296313896

 R  44 G 271    167     156.07      4.398		0.9650559068618428 | 0.0

 R  44 G 272    167    155.886      4.667		0.9550559068618428 | 0.012497615296313895

 R  44 G 273    167    156.178      4.401		0.9850559068618429 | 0.012497615296313895

 R  44 G 274    167    155.914      4.431		0.9650559068618428 | 0.002497615296313895
