Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  100
Generations per Run          :  100
Population Size              :  100
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    348     205.06     73.415		0.10070556186895041 | 0.06107305562731147
 R   1 G  34    260      205.4      58.69		0.9724901944388736 | 0.42313463317811695

 R   1 G  35    254     206.14      59.35		0.9824901944388736 | 0.43313463317811696

 R   1 G  36    256     210.04     56.485		0.9824901944388736 | 0.43313463317811696

 R   1 G  37    254     203.44     59.492		0.9824901944388736 | 0.43313463317811696

 R   1 G  38    254     193.26     60.105		0.9824901944388736 | 0.43313463317811696

 R   1 G  39    256      210.6     53.703		0.9824901944388736 | 0.43313463317811696

 R   1 G  40    256     187.64     61.695		0.9824901944388736 | 0.43313463317811696

 R   1 G  41    256     208.32     59.488		0.9824901944388736 | 0.44313463317811697

 R   1 G  42    256     205.52     57.102		0.9824901944388736 | 0.44313463317811697

 R   1 G  43    254      209.9     56.904		0.9824901944388736 | 0.43313463317811696

 R   1 G  44    256     205.84      57.08		0.9824901944388736 | 0.43313463317811696

 R   1 G  45    258     211.44     56.532		0.9824901944388736 | 0.43313463317811696

 R   1 G  46    256     212.16     55.685		0.9724901944388736 | 0.43313463317811696

 R   1 G  47    256     199.66     58.834		0.9824901944388736 | 0.43313463317811696

 R   1 G  48    254      218.8      52.18		0.9824901944388736 | 0.43313463317811696

 R   1 G  49    258     205.26     58.934		0.9824901944388736 | 0.43313463317811696

 R   1 G  50    258     203.76     58.463		0.9824901944388736 | 0.42313463317811695

 R   1 G  51    256     209.58     56.719		0.9824901944388736 | 0.42313463317811695

 R   1 G  52    256     203.32     58.905		0.9824901944388736 | 0.43313463317811696

 R   1 G  53    256     206.04     57.292		0.9824901944388736 | 0.43313463317811696

 R   1 G  54    256     207.14     58.965		0.9824901944388736 | 0.43313463317811696

 R   1 G  55    258     202.86     59.281		0.9824901944388736 | 0.43313463317811696

 R   1 G  56    256     202.54     62.196		0.9824901944388736 | 0.43313463317811696

 R   1 G  57    258     217.98      54.77		0.9824901944388736 | 0.43313463317811696

 R   1 G  58    256     201.92      62.24		0.9824901944388736 | 0.42313463317811695

 R   1 G  59    254     199.76     61.118		0.9824901944388736 | 0.43313463317811696

 R   1 G  60    256     203.94      57.01		0.9824901944388736 | 0.43313463317811696

 R   1 G  61    260     202.22     59.754		0.9824901944388736 | 0.43313463317811696

 R   1 G  62    256     208.48       55.8		0.9824901944388736 | 0.43313463317811696

 R   1 G  63    256     204.16     59.868		0.9824901944388736 | 0.43313463317811696

 R   1 G  64    256     206.34     60.092		0.9824901944388736 | 0.43313463317811696

 R   1 G  65    256     201.22      60.36		0.9824901944388736 | 0.43313463317811696

 R   1 G  66    256     209.62      56.98		0.9824901944388736 | 0.43313463317811696

 R   1 G  67    258      209.7     55.501		0.9824901944388736 | 0.43313463317811696

 R   1 G  68    254      207.3      55.03		0.9824901944388736 | 0.43313463317811696

 R   1 G  69    256     209.12     55.102		0.9824901944388736 | 0.43313463317811696

 R   1 G  70    258     214.56     49.587		0.9824901944388736 | 0.43313463317811696

 R   1 G  71    256     211.96     54.355		0.9824901944388736 | 0.43313463317811696

 R   1 G  72    256     204.76     56.522		0.9824901944388736 | 0.43313463317811696

 R   1 G  73    256     205.14     56.424		0.9824901944388736 | 0.43313463317811696

 R   1 G  74    256      210.7     56.224		0.9824901944388736 | 0.43313463317811696

 R   1 G  75    258     216.42     52.956		0.9824901944388736 | 0.43313463317811696

 R   1 G  76    258     206.44     57.485		0.9824901944388736 | 0.43313463317811696

 R   1 G  77    258     200.62      59.55		0.9824901944388736 | 0.43313463317811696

 R   1 G  78    256     208.56     54.636		0.9824901944388736 | 0.43313463317811696

 R   1 G  79    256     209.36     55.898		0.9824901944388736 | 0.43313463317811696

 R   1 G  80    256      209.5     55.817		0.9824901944388736 | 0.43313463317811696

 R   1 G  81    256     198.84     61.718		0.9824901944388736 | 0.43313463317811696

 R   1 G  82    258     200.88     64.213		0.9824901944388736 | 0.43313463317811696

 R   1 G  83    256     205.86     61.083		0.9824901944388736 | 0.43313463317811696

 R   1 G  84    256      197.6     62.073		0.9724901944388736 | 0.43313463317811696

 R   1 G  85    256      207.7     59.079		0.9824901944388736 | 0.43313463317811696

 R   1 G  86    258      209.6      57.97		0.9824901944388736 | 0.43313463317811696

 R   1 G  87    254      203.0     57.021		0.9824901944388736 | 0.43313463317811696

 R   1 G  88    256     209.94     55.202		0.9824901944388736 | 0.43313463317811696

 R   1 G  89    256     212.16     60.159		0.9824901944388736 | 0.43313463317811696

 R   1 G  90    256     209.76     55.893		0.9824901944388736 | 0.43313463317811696

 R   1 G  91    258      201.9      58.99		0.9824901944388736 | 0.43313463317811696

 R   1 G  92    258     198.44     61.521		0.9824901944388736 | 0.43313463317811696

 R   1 G  93    256     215.76     54.053		0.9824901944388736 | 0.43313463317811696

 R   1 G  94    254     207.48     58.906		0.9924901944388737 | 0.43313463317811696

 R   1 G  95    258     215.42     53.597		0.9824901944388736 | 0.43313463317811696

 R   1 G  96    260     209.72     54.882		0.9824901944388736 | 0.43313463317811696

 R   1 G  97    258     202.78     60.819		0.9824901944388736 | 0.43313463317811696

 R   1 G  98    258     201.36     62.041		0.9824901944388736 | 0.43313463317811696

 R   1 G  99    258     208.82     56.322		0.9824901944388736 | 0.42313463317811695

1      2###################### RawFitness
           0          0          350

 R   2 G   0    344     207.64     74.791		0.08705054974819892 | 0.11844444185703762

 R   2 G   1    350     215.66     76.047		0.008578482743802018 | 0.6487907691810453

 R   2 G   2    350     211.42     71.385		0.008578482743802018 | 0.6487907691810453

 R   2 G   3    336     210.22      64.42		0.14920510084181882 | 0.5492267312072248

 R   2 G   4    320     199.86     63.027		0.2869722327638826 | 0.39537474787052174

 R   2 G   5    332     208.42     73.584		0.2869722327638826 | 0.39537474787052174

 R   2 G   6    322     201.72     75.092		0.2869722327638826 | 0.39537474787052174

 R   2 G   7    328     209.52     70.352		0.2869722327638826 | 0.39537474787052174

 R   2 G   8    324     209.94     76.117		0.2371124277254809 | 0.9293775855664411

 R   2 G   9    336     209.24     75.429		0.2869722327638826 | 0.39537474787052174

 R   2 G  10    336     213.78     73.422		0.2271124277254809 | 0.9293775855664411

 R   2 G  11    330     211.02     80.049		0.2371124277254809 | 0.9293775855664411

 R   2 G  12    338     218.52     74.463		0.2371124277254809 | 0.9293775855664411

 R   2 G  13    330     192.92     79.115		0.2371124277254809 | 0.9293775855664411

 R   2 G  14    328     198.72     88.326		0.2371124277254809 | 0.9293775855664411

 R   2 G  15    328      201.4     79.989		0.2371124277254809 | 0.9293775855664411

 R   2 G  16    328     200.76     87.972		0.2371124277254809 | 0.9293775855664411

 R   2 G  17    330     197.36     88.594		0.2371124277254809 | 0.9293775855664411

 R   2 G  18    330     193.64     81.054		0.2371124277254809 | 0.9293775855664411

 R   2 G  19    336     208.98     85.617		0.2371124277254809 | 0.9293775855664411

 R   2 G  20    332     206.74     83.077		0.2371124277254809 | 0.9293775855664411

 R   2 G  21    338     219.98     77.945		0.2371124277254809 | 0.9293775855664411

 R   2 G  22    336     197.48     89.827		0.2371124277254809 | 0.9293775855664411

 R   2 G  23    336     217.18     80.425		0.2371124277254809 | 0.9293775855664411

 R   2 G  24    334      197.0     92.736		0.2371124277254809 | 0.9293775855664411

 R   2 G  25    336      194.2     80.017		0.2371124277254809 | 0.9293775855664411

 R   2 G  26    338      213.9     84.983		0.2371124277254809 | 0.9393775855664411

 R   2 G  27    340     216.34     76.332		0.2371124277254809 | 0.9293775855664411

 R   2 G  28    334     194.06     87.655		0.2371124277254809 | 0.9393775855664411

 R   2 G  29    328     192.86     84.912		0.24711242772548092 | 0.9293775855664411

 R   2 G  30    330     205.98     78.839		0.2371124277254809 | 0.9293775855664411

 R   2 G  31    334     201.52     83.768		0.2371124277254809 | 0.9293775855664411

 R   2 G  32    332     201.08     75.017		0.2371124277254809 | 0.9293775855664411

 R   2 G  33    330     216.56     75.653		0.2371124277254809 | 0.9393775855664411

 R   2 G  34    336     211.46     78.899		0.2371124277254809 | 0.9393775855664411

 R   2 G  35    336     195.94     74.392		0.2371124277254809 | 0.9393775855664411

 R   2 G  36    336      202.3     83.041		0.2371124277254809 | 0.9393775855664411

 R   2 G  37    334     209.02     89.134		0.2371124277254809 | 0.9393775855664411

 R   2 G  38    330     215.82     84.525		0.2371124277254809 | 0.9393775855664411

 R   2 G  39    332     202.62     83.155		0.2371124277254809 | 0.9393775855664411

 R   2 G  40    338     201.36     86.542		0.2371124277254809 | 0.9393775855664411

 R   2 G  41    336     195.58      90.13		0.2371124277254809 | 0.9393775855664411

 R   2 G  42    334     207.88     91.077		0.2371124277254809 | 0.9393775855664411

 R   2 G  43    338     210.54     81.468		0.2371124277254809 | 0.9393775855664411

 R   2 G  44    332     202.42     84.766		0.2371124277254809 | 0.9393775855664411

 R   2 G  45    338     217.14     72.778		0.2371124277254809 | 0.9393775855664411

 R   2 G  46    332     203.56     84.944		0.2371124277254809 | 0.9393775855664411

 R   2 G  47    338      208.2     83.361		0.2371124277254809 | 0.9393775855664411

 R   2 G  48    338     207.88     82.451		0.2371124277254809 | 0.9393775855664411

 R   2 G  49    334     200.22     84.609		0.2371124277254809 | 0.9393775855664411

 R   2 G  50    334     201.26     85.238		0.2371124277254809 | 0.9393775855664411

 R   2 G  51    334     201.28     81.003		0.2371124277254809 | 0.9393775855664411

 R   2 G  52    338      212.0     78.743		0.2371124277254809 | 0.9393775855664411

 R   2 G  53    330     214.14     85.651		0.2371124277254809 | 0.9393775855664411

 R   2 G  54    330     215.74     69.402		0.2371124277254809 | 0.9393775855664411

 R   2 G  55    330      195.3     86.201		0.2371124277254809 | 0.9393775855664411

 R   2 G  56    332     219.74     76.485		0.2371124277254809 | 0.9393775855664411

 R   2 G  57    332     199.22     76.136		0.2371124277254809 | 0.9393775855664411

 R   2 G  58    334     211.42     90.851		0.2371124277254809 | 0.9393775855664411

 R   2 G  59    330     206.92     89.175		0.2371124277254809 | 0.9393775855664411

 R   2 G  60    336      207.8     84.231		0.2371124277254809 | 0.9393775855664411

 R   2 G  61    324     201.44     84.466		0.2371124277254809 | 0.9493775855664411

 R   2 G  62    332      212.3     80.395		0.2371124277254809 | 0.9393775855664411

 R   2 G  63    334     204.14     70.307		0.2371124277254809 | 0.9393775855664411

 R   2 G  64    330      204.1      69.09		0.2371124277254809 | 0.9393775855664411

 R   2 G  65    332     202.72     79.567		0.2371124277254809 | 0.9393775855664411

 R   2 G  66    330     197.18     82.116		0.38939269364613993 | 0.7813933473913954

 R   2 G  67    332     186.76     75.265		0.2371124277254809 | 0.9393775855664411

 R   2 G  68    328     203.64     78.725		0.2371124277254809 | 0.9393775855664411

 R   2 G  69    328     209.88     86.755		0.2371124277254809 | 0.9393775855664411

 R   2 G  70    332     200.82     81.981		0.2371124277254809 | 0.9393775855664411

 R   2 G  71    334      193.5     79.331		0.2371124277254809 | 0.9393775855664411

 R   2 G  72    326     208.48     77.921		0.3793926936461399 | 0.7713933473913954

 R   2 G  73    332     206.48      82.87		0.2371124277254809 | 0.9393775855664411

 R   2 G  74    338     204.68     75.097		0.2371124277254809 | 0.9393775855664411

 R   2 G  75    328      224.2     67.843		0.2371124277254809 | 0.9393775855664411

 R   2 G  76    336      202.9     74.458		0.2371124277254809 | 0.9393775855664411

 R   2 G  77    328     207.74     76.664		0.2371124277254809 | 0.9393775855664411

 R   2 G  78    338     227.22     70.427		0.2371124277254809 | 0.9393775855664411

 R   2 G  79    332     212.52      78.61		0.2371124277254809 | 0.9393775855664411

 R   2 G  80    332     194.24     78.772		0.2371124277254809 | 0.9393775855664411

 R   2 G  81    340     217.52     79.582		0.2371124277254809 | 0.9393775855664411

 R   2 G  82    338     216.52     80.585		0.2371124277254809 | 0.9393775855664411

 R   2 G  83    330      193.2     88.869		0.2371124277254809 | 0.9393775855664411

 R   2 G  84    340     203.86     93.806		0.2371124277254809 | 0.9393775855664411

 R   2 G  85    330      205.0     79.974		0.2371124277254809 | 0.9393775855664411

 R   2 G  86    336     211.58     80.978		0.2371124277254809 | 0.9393775855664411

 R   2 G  87    332     211.96     81.597		0.2371124277254809 | 0.9393775855664411

 R   2 G  88    334     197.02     83.958		0.2371124277254809 | 0.9393775855664411

 R   2 G  89    334     185.08     89.169		0.2371124277254809 | 0.9393775855664411

 R   2 G  90    334     203.36     89.564		0.2371124277254809 | 0.9393775855664411

 R   2 G  91    334      208.0     89.795		0.2371124277254809 | 0.9393775855664411

 R   2 G  92    344     214.86     95.711		0.2371124277254809 | 0.9393775855664411

 R   2 G  93    336     216.14     88.897		0.2371124277254809 | 0.9393775855664411

 R   2 G  94    342      214.5     80.564		0.2371124277254809 | 0.9393775855664411

 R   2 G  95    340     211.36     94.108		0.2371124277254809 | 0.9393775855664411

 R   2 G  96    336     203.18     91.053		0.2371124277254809 | 0.9393775855664411

 R   2 G  97    334     203.16       80.7		0.2271124277254809 | 0.9493775855664411

 R   2 G  98    336     196.08      82.04		0.2371124277254809 | 0.9393775855664411

 R   2 G  99    338     197.64     83.454		0.2371124277254809 | 0.9393775855664411

2      1###################### RawFitness
           0          0          350

 R   3 G   0    336     202.28     67.935		0.2497806602043372 | 0.503548420381446

 R   3 G   1    350      204.3       73.3		0.007148922081292586 | 0.1125761793615554

 R   3 G   2    350     212.22     71.739		0.007148922081292586 | 0.1125761793615554

 R   3 G   3    350     198.76     80.157		0.01784372185317995 | 0.3886310617632994

 R   3 G   4    350     194.18     78.797		0.004694260336599698 | 0.9325415359796049

 R   3 G   5    350      210.7     76.729		0.01784372185317995 | 0.3886310617632994

 R   3 G   6    350     209.42     71.496		0.01784372185317995 | 0.3886310617632994

 R   3 G   7    350      199.2     80.847		0.01784372185317995 | 0.3886310617632994

 R   3 G   8    350      197.2      77.38		0.01784372185317995 | 0.3886310617632994

 R   3 G   9    350     207.16     74.441		0.01784372185317995 | 0.3886310617632994

 R   3 G  10    350     205.44     77.629		0.01784372185317995 | 0.3886310617632994

 R   3 G  11    350     217.46     80.271		0.01784372185317995 | 0.3886310617632994

 R   3 G  12    350     216.18     79.341		0.01784372185317995 | 0.3886310617632994

 R   3 G  13    350     194.98     72.866		0.01784372185317995 | 0.3886310617632994

 R   3 G  14    350     216.32     78.859		0.01784372185317995 | 0.3886310617632994

 R   3 G  15    350     205.34     80.191		0.01784372185317995 | 0.3886310617632994

 R   3 G  16    350     203.58     75.154		0.01784372185317995 | 0.3886310617632994

 R   3 G  17    350     201.36     74.944		0.01784372185317995 | 0.3886310617632994

 R   3 G  18    350     217.08     80.231		0.01784372185317995 | 0.3886310617632994

 R   3 G  19    350     214.44     75.393		0.01784372185317995 | 0.3886310617632994

 R   3 G  20    350     203.84     80.647		0.01784372185317995 | 0.3886310617632994

 R   3 G  21    348     231.86     58.236		0.01784372185317995 | 0.3886310617632994

 R   3 G  22    350      219.1     70.473		0.01784372185317995 | 0.3886310617632994

 R   3 G  23    350     205.54     71.625		0.01784372185317995 | 0.3886310617632994

 R   3 G  24    334     200.46     76.582		0.2497806602043372 | 0.493548420381446

 R   3 G  25    350     212.44     71.324		0.01784372185317995 | 0.3886310617632994

 R   3 G  26    348     210.06     79.836		0.01784372185317995 | 0.3886310617632994

 R   3 G  27    350     209.34     83.208		0.01784372185317995 | 0.3886310617632994

 R   3 G  28    350     196.44     75.427		0.01784372185317995 | 0.3886310617632994

 R   3 G  29    350     214.26     78.505		0.01784372185317995 | 0.3886310617632994

 R   3 G  30    350     211.52     77.393		0.01784372185317995 | 0.3886310617632994

 R   3 G  31    350     210.26     74.024		0.01784372185317995 | 0.3886310617632994

 R   3 G  32    350     223.26     80.413		0.01784372185317995 | 0.3886310617632994

 R   3 G  33    350     193.18     76.355		0.01784372185317995 | 0.3886310617632994

 R   3 G  34    350     207.34      72.23		0.01784372185317995 | 0.3886310617632994

 R   3 G  35    350     215.16     73.611		0.01784372185317995 | 0.3886310617632994

 R   3 G  36    350     223.76       79.6		0.027843721853179952 | 0.3886310617632994

 R   3 G  37    350     206.56     75.903		0.01784372185317995 | 0.3886310617632994

 R   3 G  38    350     199.18     80.393		0.01784372185317995 | 0.3886310617632994

 R   3 G  39    350      218.9     77.824		0.01784372185317995 | 0.3886310617632994

 R   3 G  40    350     217.08     81.828		0.01784372185317995 | 0.3886310617632994

 R   3 G  41    350     215.32     81.823		0.01784372185317995 | 0.3886310617632994

 R   3 G  42    350     202.38     74.306		0.01784372185317995 | 0.3886310617632994

 R   3 G  43    350     204.38     77.747		0.01784372185317995 | 0.3886310617632994

 R   3 G  44    350     221.16     80.039		0.01784372185317995 | 0.3886310617632994

 R   3 G  45    350     204.26     75.063		0.01784372185317995 | 0.3886310617632994

 R   3 G  46    350     209.28     79.583		0.01784372185317995 | 0.3886310617632994

 R   3 G  47    350     197.86     83.768		0.027843721853179952 | 0.3886310617632994

 R   3 G  48    350     223.76     71.477		0.027843721853179952 | 0.3886310617632994

 R   3 G  49    350     220.14      77.46		0.027843721853179952 | 0.3886310617632994

 R   3 G  50    350     206.34     87.209		0.01784372185317995 | 0.3886310617632994

 R   3 G  51    348     206.62      71.17		0.027843721853179952 | 0.3886310617632994

 R   3 G  52    350     207.52     86.976		0.027843721853179952 | 0.3886310617632994

 R   3 G  53    350     203.38     79.804		0.027843721853179952 | 0.3886310617632994

 R   3 G  54    350     210.44     74.688		0.027843721853179952 | 0.3886310617632994

 R   3 G  55    350     190.86     90.176		0.027843721853179952 | 0.3886310617632994

 R   3 G  56    350     200.02     76.705		0.027843721853179952 | 0.3886310617632994

 R   3 G  57    350     206.14     82.263		0.027843721853179952 | 0.3886310617632994

 R   3 G  58    348     200.82     76.062		0.027843721853179952 | 0.3886310617632994

 R   3 G  59    350     189.72     88.265		0.027843721853179952 | 0.3886310617632994

 R   3 G  60    350     204.76     78.573		0.027843721853179952 | 0.3886310617632994

 R   3 G  61    346     200.62     77.169		0.027843721853179952 | 0.3886310617632994

 R   3 G  62    348     197.04     83.366		0.027843721853179952 | 0.3886310617632994

 R   3 G  63    284      214.6     67.034		0.7783440442963914 | 0.9601604602983624

 R   3 G  64    278     212.58     76.203		0.7783440442963914 | 0.9601604602983624

 R   3 G  65    284     192.18     82.155		0.7783440442963914 | 0.9601604602983624

 R   3 G  66    284     198.82     86.769		0.7783440442963914 | 0.9601604602983624

 R   3 G  67    282     196.96     85.208		0.7783440442963914 | 0.9601604602983624

 R   3 G  68    282      205.2     78.145		0.7783440442963914 | 0.9601604602983624

 R   3 G  69    290      200.6     79.645		0.7783440442963914 | 0.9601604602983624

 R   3 G  70    282     200.22     78.723		0.7783440442963914 | 0.9601604602983624

 R   3 G  71    284      202.9     78.492		0.7783440442963914 | 0.9501604602983624

 R   3 G  72    288     186.28     79.393		0.7783440442963914 | 0.9601604602983624

 R   3 G  73    282     204.64      76.12		0.7783440442963914 | 0.9601604602983624

 R   3 G  74    284     196.62     81.573		0.7783440442963914 | 0.9601604602983624

 R   3 G  75    284      217.1     67.723		0.7783440442963914 | 0.9601604602983624

 R   3 G  76    286     205.92     75.885		0.7783440442963914 | 0.9601604602983624

 R   3 G  77    284     203.92     81.143		0.7783440442963914 | 0.9601604602983624

 R   3 G  78    280     182.42      82.42		0.7783440442963914 | 0.9601604602983624

 R   3 G  79    280     186.06     79.361		0.7783440442963914 | 0.9601604602983624

 R   3 G  80    284     201.04     82.354		0.7783440442963914 | 0.9601604602983624

 R   3 G  81    282     202.18     80.662		0.7783440442963914 | 0.9601604602983624

 R   3 G  82    284      194.0     83.361		0.7683440442963914 | 0.9601604602983624

 R   3 G  83    286      199.1     79.901		0.7783440442963914 | 0.9601604602983624

 R   3 G  84    282      187.7      87.02		0.7683440442963914 | 0.9601604602983624

 R   3 G  85    284     193.32     79.001		0.7683440442963914 | 0.9601604602983624

 R   3 G  86    280      202.6     79.401		0.7683440442963914 | 0.9601604602983624

 R   3 G  87    290      194.2     88.197		0.7683440442963914 | 0.9601604602983624

 R   3 G  88    282     184.14     88.102		0.7783440442963914 | 0.9601604602983624

 R   3 G  89    280     182.38     87.598		0.7883440442963914 | 0.9601604602983624

 R   3 G  90    280     207.24     78.137		0.7683440442963914 | 0.9601604602983624

 R   3 G  91    286     195.12     80.548		0.7883440442963914 | 0.9601604602983624

 R   3 G  92    284     200.08     77.311		0.7983440442963914 | 0.9501604602983624

 R   3 G  93    282     196.62     78.494		0.7683440442963914 | 0.9601604602983624

 R   3 G  94    280     202.02     78.396		0.7883440442963914 | 0.9601604602983624

 R   3 G  95    280     190.08     83.986		0.7883440442963914 | 0.9601604602983624

 R   3 G  96    284     204.42     74.547		0.7883440442963914 | 0.9601604602983624

 R   3 G  97    276      182.8     85.821		0.7883440442963914 | 0.9601604602983624

 R   3 G  98    280     195.82     76.266		0.7883440442963914 | 0.9601604602983624

 R   3 G  99    282     178.46     90.262		0.7883440442963914 | 0.9601604602983624

3      1###################### RawFitness
           0          0          350

 R   4 G   0    348     198.52      73.72		0.02136648116067441 | 0.413612055078052

 R   4 G   1    348     198.14     78.678		0.01493238608892078 | 0.75285144536291

 R   4 G   2    350     188.76     82.727		0.02136648116067441 | 0.413612055078052

 R   4 G   3    350     207.82     72.089		0.01493238608892078 | 0.75285144536291

 R   4 G   4    346     210.04     76.482		0.02136648116067441 | 0.413612055078052

 R   4 G   5    344     193.26     70.809		0.08325639149179875 | 0.6473064340071072

 R   4 G   6    350     208.34     73.959		0.02136648116067441 | 0.413612055078052

 R   4 G   7    342     212.02     73.101		0.08325639149179875 | 0.6473064340071072

 R   4 G   8    346      207.8     77.419		0.08325639149179875 | 0.6473064340071072

 R   4 G   9    344      197.2     79.479		0.08325639149179875 | 0.6473064340071072

 R   4 G  10    348     213.04     71.641		0.08325639149179875 | 0.6473064340071072

 R   4 G  11    342     217.34     72.326		0.08325639149179875 | 0.6473064340071072

 R   4 G  12    324     218.32     62.067		0.23505017391432237 | 0.9269627658120545

 R   4 G  13    332     227.84     58.586		0.23505017391432237 | 0.9269627658120545

 R   4 G  14    336     197.56     69.243		0.23505017391432237 | 0.9269627658120545

 R   4 G  15    334     206.22     66.496		0.23505017391432237 | 0.9269627658120545

 R   4 G  16    334     214.02     68.427		0.23505017391432237 | 0.9269627658120545

 R   4 G  17    336     207.02     73.706		0.23505017391432237 | 0.9269627658120545

 R   4 G  18    330     209.66     69.399		0.23505017391432237 | 0.9269627658120545

 R   4 G  19    328     205.04     73.064		0.23505017391432237 | 0.9269627658120545

 R   4 G  20    336     214.14     73.167		0.23505017391432237 | 0.9269627658120545

 R   4 G  21    334     224.48     80.336		0.22505017391432236 | 0.9269627658120545

 R   4 G  22    340     214.28     71.032		0.23505017391432237 | 0.9269627658120545

 R   4 G  23    330     202.12      78.53		0.23505017391432237 | 0.9269627658120545

 R   4 G  24    332     206.76     88.797		0.23505017391432237 | 0.9269627658120545

 R   4 G  25    336     215.42     81.209		0.23505017391432237 | 0.9269627658120545

 R   4 G  26    336     196.88     90.475		0.23505017391432237 | 0.9269627658120545

 R   4 G  27    334     222.64     70.595		0.23505017391432237 | 0.9269627658120545

 R   4 G  28    340     204.44     79.122		0.23505017391432237 | 0.9269627658120545

 R   4 G  29    332      223.5      60.15		0.23505017391432237 | 0.9269627658120545

 R   4 G  30    340     201.66     82.347		0.23505017391432237 | 0.9269627658120545

 R   4 G  31    334     209.42     82.773		0.23505017391432237 | 0.9269627658120545

 R   4 G  32    334      200.6     80.764		0.23505017391432237 | 0.9169627658120545

 R   4 G  33    334     214.96     77.965		0.23505017391432237 | 0.9269627658120545

 R   4 G  34    334     177.96     78.284		0.23505017391432237 | 0.9269627658120545

 R   4 G  35    334     208.66     71.612		0.23505017391432237 | 0.9269627658120545

 R   4 G  36    336     211.02     78.752		0.23505017391432237 | 0.9269627658120545

