Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  100
Generations per Run          :  100
Population Size              :  100
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  4
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.1
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    348      205.6     73.457		0.10070556186895041 | 0.06107305562731147
 R  92 G  28    338     214.14     64.338		0.1961257058974616 | 0.064743263630082

 R  92 G  29    340     207.86     66.013		0.1961257058974616 | 0.064743263630082

 R  92 G  30    342     210.68     69.221		0.1961257058974616 | 0.09474326363008198

 R  92 G  31    340      213.5     67.399		0.1961257058974616 | 0.064743263630082

 R  92 G  32    334      210.2     66.737		0.1961257058974616 | 0.064743263630082

 R  92 G  33    334     204.32     57.556		0.1961257058974616 | 0.064743263630082

 R  92 G  34    344     208.34     65.541		0.2061257058974616 | 0.064743263630082

 R  92 G  35    338     214.82     62.443		0.1961257058974616 | 0.064743263630082

 R  92 G  36    338      221.8     68.231		0.1961257058974616 | 0.064743263630082

 R  92 G  37    334     215.52     71.218		0.1961257058974616 | 0.064743263630082

 R  92 G  38    332      204.4     62.987		0.18612570589746158 | 0.054743263630081994

 R  92 G  39    340     226.84     67.771		0.18612570589746158 | 0.054743263630081994

 R  92 G  40    330     221.18     70.035		0.2762292908234405 | 0.3018507796680555

 R  92 G  41    336      205.2     69.583		0.2862292908234405 | 0.2818507796680555

 R  92 G  42    330      223.7     65.511		0.2862292908234405 | 0.2918507796680555

 R  92 G  43    328     215.56     73.802		0.2862292908234405 | 0.2618507796680555

 R  92 G  44    334     216.56     72.666		0.2762292908234405 | 0.2918507796680555

 R  92 G  45    330      227.2     71.995		0.2862292908234405 | 0.2818507796680555

 R  92 G  46    332     215.04     65.105		0.2862292908234405 | 0.2818507796680555

 R  92 G  47    332     206.94     70.021		0.31622929082344053 | 0.3118507796680555

 R  92 G  48    330     212.66     66.174		0.2862292908234405 | 0.3018507796680555

 R  92 G  49    328     221.74     60.978		0.3062292908234405 | 0.2918507796680555

 R  92 G  50    338      204.6     67.146		0.2862292908234405 | 0.3118507796680555

 R  92 G  51    332     206.48     66.719		0.31622929082344053 | 0.3018507796680555

 R  92 G  52    332     210.38     70.945		0.31622929082344053 | 0.2918507796680555

 R  92 G  53    330      220.8     66.421		0.31622929082344053 | 0.2818507796680555

 R  92 G  54    334      209.5     66.004		0.3062292908234405 | 0.3118507796680555

 R  92 G  55    328     203.42     60.386		0.3062292908234405 | 0.3018507796680555

 R  92 G  56    332     203.26     67.248		0.3062292908234405 | 0.3018507796680555

 R  92 G  57    332      222.4     69.406		0.2962292908234405 | 0.3018507796680555

 R  92 G  58    326      212.8      62.48		0.31622929082344053 | 0.2818507796680555

 R  92 G  59    328      212.9     63.013		0.31622929082344053 | 0.2718507796680555

 R  92 G  60    334      212.9     60.699		0.3062292908234405 | 0.3118507796680555

 R  92 G  61    332      227.7     68.496		0.2862292908234405 | 0.3018507796680555

 R  92 G  62    330     224.24     68.711		0.2862292908234405 | 0.2918507796680555

 R  92 G  63    334     215.02     63.778		0.2862292908234405 | 0.3018507796680555

 R  92 G  64    330      209.7     64.501		0.2962292908234405 | 0.3018507796680555

 R  92 G  65    334     224.44     62.894		0.2862292908234405 | 0.3018507796680555

 R  92 G  66    328     218.78     68.586		0.2962292908234405 | 0.3018507796680555

 R  92 G  67    330     217.34       59.4		0.2962292908234405 | 0.3018507796680555

 R  92 G  68    332     222.06      60.07		0.2962292908234405 | 0.3018507796680555

 R  92 G  69    336     206.24     64.423		0.2962292908234405 | 0.2918507796680555

 R  92 G  70    332     216.28     68.008		0.2862292908234405 | 0.2918507796680555

 R  92 G  71    330     222.94     66.177		0.2862292908234405 | 0.3118507796680555

 R  92 G  72    332     212.48      65.61		0.2762292908234405 | 0.2918507796680555

 R  92 G  73    326     215.84     66.246		0.3062292908234405 | 0.3018507796680555

 R  92 G  74    330     215.68     68.564		0.3062292908234405 | 0.3018507796680555

 R  92 G  75    332     221.02     66.792		0.31622929082344053 | 0.3018507796680555

 R  92 G  76    334     217.82      66.06		0.2962292908234405 | 0.3018507796680555

 R  92 G  77    330     210.26     65.667		0.3062292908234405 | 0.3118507796680555

 R  92 G  78    330     223.16     65.283		0.2962292908234405 | 0.3018507796680555

 R  92 G  79    332     220.62      58.99		0.2962292908234405 | 0.3118507796680555

 R  92 G  80    334     214.02     63.864		0.2962292908234405 | 0.3118507796680555

 R  92 G  81    330     214.82     65.048		0.2962292908234405 | 0.3018507796680555

 R  92 G  82    332     221.76      70.56		0.2962292908234405 | 0.3118507796680555

 R  92 G  83    340      206.4     64.727		0.2762292908234405 | 0.32185077966805553

 R  92 G  84    334     213.96     67.305		0.3062292908234405 | 0.3018507796680555

 R  92 G  85    334     216.28     67.371		0.2762292908234405 | 0.32185077966805553

 R  92 G  86    332     215.52     65.335		0.2762292908234405 | 0.32185077966805553

 R  92 G  87    336     216.76     67.595		0.2762292908234405 | 0.32185077966805553

 R  92 G  88    336     212.96     65.402		0.2662292908234405 | 0.32185077966805553

 R  92 G  89    336     211.28     63.141		0.2762292908234405 | 0.3118507796680555

 R  92 G  90    330     221.84     66.521		0.2962292908234405 | 0.3118507796680555

 R  92 G  91    330     218.84     63.139		0.2562292908234405 | 0.32185077966805553

 R  92 G  92    332     209.72     67.341		0.2862292908234405 | 0.3118507796680555

 R  92 G  93    328      198.2      55.84		0.2762292908234405 | 0.33185077966805554

 R  92 G  94    336     212.22     74.373		0.2862292908234405 | 0.3118507796680555

 R  92 G  95    332     219.36     63.535		0.2762292908234405 | 0.32185077966805553

 R  92 G  96    332      211.9     64.362		0.2862292908234405 | 0.32185077966805553

 R  92 G  97    332     217.02     69.919		0.2662292908234405 | 0.32185077966805553

 R  92 G  98    334     207.68      67.49		0.2662292908234405 | 0.3118507796680555

 R  92 G  99    332     216.48     64.619		0.2662292908234405 | 0.3118507796680555

92     1###################### RawFitness
           0          0          346

 R  93 G   0    344     205.64     70.013		0.019327685240800196 | 0.7463659079501928

 R  93 G   1    346     229.76     77.017		0.019327685240800196 | 0.7463659079501928

 R  93 G   2    342     213.08     66.418		0.07571477811621274 | 0.9666970071397449

 R  93 G   3    344     205.14     60.893		0.1153460222735071 | 0.29598790033549627

 R  93 G   4    348      204.2     76.168		0.06571477811621275 | 0.9566970071397449

 R  93 G   5    348     227.16      63.63		0.06571477811621275 | 0.9566970071397449

 R  93 G   6    340     208.88      79.77		0.10520677944020307 | 0.9111898713553774

 R  93 G   7    350     212.68     68.882		0.07571477811621274 | 0.9566970071397449

 R  93 G   8    350     209.28     79.026		0.07571477811621274 | 0.9566970071397449

 R  93 G   9    346      201.3     83.331		0.05571477811621275 | 0.9566970071397449

 R  93 G  10    348     217.12     74.402		0.07571477811621274 | 0.9766970071397449

 R  93 G  11    346     212.58     72.051		0.09571477811621273 | 0.9566970071397449

 R  93 G  12    348     218.36     73.998		0.07571477811621274 | 0.9566970071397449

 R  93 G  13    342     208.78     64.405		0.09571477811621273 | 0.9766970071397449

 R  93 G  14    348     213.74       68.4		0.06571477811621275 | 0.9666970071397449

 R  93 G  15    348     211.88      82.05		0.06571477811621275 | 0.9666970071397449

 R  93 G  16    348     204.74     72.652		0.06571477811621275 | 0.9666970071397449

 R  93 G  17    348     214.76     83.322		0.05571477811621275 | 0.9666970071397449

 R  93 G  18    348     207.26     80.546		0.06571477811621275 | 0.9666970071397449

 R  93 G  19    346     198.78     75.596		0.07571477811621274 | 0.9566970071397449

 R  93 G  20    348     205.28     82.953		0.07571477811621274 | 0.9666970071397449

 R  93 G  21    344     204.14     73.617		0.07571477811621274 | 0.9666970071397449

 R  93 G  22    346      203.2     78.195		0.07571477811621274 | 0.9666970071397449

 R  93 G  23    348     212.02     82.228		0.07571477811621274 | 0.9566970071397449

 R  93 G  24    350     207.94     78.399		0.06571477811621275 | 0.9666970071397449

 R  93 G  25    350     204.88      84.28		0.06571477811621275 | 0.9666970071397449

 R  93 G  26    346     196.16     81.968		0.06571477811621275 | 0.9666970071397449

 R  93 G  27    348     224.96      83.12		0.09571477811621273 | 0.986697007139745

 R  93 G  28    344     189.42     79.344		0.09571477811621273 | 0.986697007139745

 R  93 G  29    350     213.86     72.014		0.06571477811621275 | 0.9766970071397449

 R  93 G  30    350      203.4     79.802		0.07571477811621274 | 0.9766970071397449

 R  93 G  31    346     219.72     73.073		0.07571477811621274 | 0.9766970071397449

 R  93 G  32    308     198.94     71.657		0.529276106599569 | 0.28389435256702467

 R  93 G  33    306     207.82     64.355		0.539276106599569 | 0.28389435256702467

 R  93 G  34    296      203.0     65.874		0.529276106599569 | 0.28389435256702467

 R  93 G  35    298     213.78     56.235		0.539276106599569 | 0.27389435256702466

 R  93 G  36    302     209.32     68.576		0.539276106599569 | 0.28389435256702467

 R  93 G  37    302     202.24     69.573		0.539276106599569 | 0.27389435256702466

 R  93 G  38    306     210.92     61.028		0.529276106599569 | 0.28389435256702467

 R  93 G  39    306     207.22     66.724		0.529276106599569 | 0.28389435256702467

 R  93 G  40    280     206.64     69.633		0.8365371896147494 | 0.5893274905342173

 R  93 G  41    282     224.32     52.998		0.8265371896147494 | 0.6093274905342173

 R  93 G  42    274     213.22       66.3		0.8065371896147494 | 0.6093274905342173

 R  93 G  43    278     206.28     66.899		0.8365371896147494 | 0.6093274905342173

 R  93 G  44    276     210.82     59.844		0.8165371896147494 | 0.5993274905342173

 R  93 G  45    280      209.8     64.475		0.8265371896147494 | 0.5893274905342173

 R  93 G  46    278     212.14     58.367		0.8265371896147494 | 0.5993274905342173

 R  93 G  47    286     208.86     62.952		0.8265371896147494 | 0.5993274905342173

 R  93 G  48    278      195.1     65.912		0.8365371896147494 | 0.5893274905342173

 R  93 G  49    274     208.18     63.367		0.8265371896147494 | 0.5893274905342173

 R  93 G  50    274     200.56     65.729		0.8265371896147494 | 0.5893274905342173

 R  93 G  51    286      205.1     67.599		0.8165371896147494 | 0.6193274905342173

 R  93 G  52    276     207.02      67.94		0.8065371896147494 | 0.6193274905342173

 R  93 G  53    282     205.24     64.001		0.8265371896147494 | 0.5993274905342173

 R  93 G  54    276     213.86     59.015		0.8265371896147494 | 0.6093274905342173

 R  93 G  55    280     202.02     70.782		0.8365371896147494 | 0.6093274905342173

 R  93 G  56    276      209.2     62.586		0.8265371896147494 | 0.6093274905342173

 R  93 G  57    282     209.02     66.655		0.8165371896147494 | 0.5893274905342173

 R  93 G  58    274     207.62     59.367		0.8265371896147494 | 0.5893274905342173

 R  93 G  59    280      213.9     60.272		0.8065371896147494 | 0.6293274905342173

 R  93 G  60    278     208.06     59.125		0.8065371896147494 | 0.6193274905342173

 R  93 G  61    278     197.98     69.552		0.8265371896147494 | 0.5893274905342173

 R  93 G  62    276     207.84     61.873		0.8265371896147494 | 0.5793274905342173

 R  93 G  63    286     206.54     67.059		0.8065371896147494 | 0.5893274905342173

 R  93 G  64    282     212.98     66.893		0.8165371896147494 | 0.5793274905342173

 R  93 G  65    278     213.74      63.26		0.8165371896147494 | 0.5893274905342173

 R  93 G  66    284      204.8     64.975		0.8065371896147494 | 0.5793274905342173

 R  93 G  67    276     213.48      58.62		0.8165371896147494 | 0.5793274905342173

 R  93 G  68    276     217.74      56.65		0.8065371896147494 | 0.5793274905342173

 R  93 G  69    280      201.1      68.92		0.8265371896147494 | 0.5493274905342173

 R  93 G  70    276     211.22     66.517		0.8265371896147494 | 0.5493274905342173

 R  93 G  71    276     211.12     60.759		0.8065371896147494 | 0.5493274905342173

 R  93 G  72    280     193.16     69.496		0.8165371896147494 | 0.5893274905342173

 R  93 G  73    284     204.46     65.982		0.7865371896147494 | 0.5993274905342173

 R  93 G  74    286     201.72     64.911		0.7865371896147494 | 0.5793274905342173

 R  93 G  75    282     208.32     64.369		0.7865371896147494 | 0.5893274905342173

 R  93 G  76    280     214.28     62.054		0.7865371896147494 | 0.5693274905342173

 R  93 G  77    274     195.76     66.086		0.7865371896147494 | 0.5793274905342173

 R  93 G  78    284     202.78     65.882		0.7965371896147494 | 0.5893274905342173

 R  93 G  79    276     202.32     69.187		0.7965371896147494 | 0.5893274905342173

 R  93 G  80    280     196.92     66.391		0.7965371896147494 | 0.5893274905342173

 R  93 G  81    282     204.38     64.552		0.7965371896147494 | 0.5993274905342173

 R  93 G  82    280     203.62     68.902		0.8165371896147494 | 0.5993274905342173

 R  93 G  83    282     205.24     60.218		0.7965371896147494 | 0.5893274905342173

 R  93 G  84    280     205.54     67.361		0.7965371896147494 | 0.5893274905342173

 R  93 G  85    276     192.56      73.41		0.7865371896147494 | 0.5793274905342173

 R  93 G  86    284      211.4     63.819		0.7865371896147494 | 0.5993274905342173

 R  93 G  87    278     207.52     66.747		0.7865371896147494 | 0.5893274905342173

 R  93 G  88    278     206.02     66.079		0.7865371896147494 | 0.5793274905342173

 R  93 G  89    282      202.4     67.127		0.7865371896147494 | 0.5793274905342173

 R  93 G  90    278     201.12     67.972		0.7965371896147494 | 0.5893274905342173

 R  93 G  91    284      211.2     65.709		0.7965371896147494 | 0.5793274905342173

 R  93 G  92    282     207.26     64.686		0.8065371896147494 | 0.5993274905342173

 R  93 G  93    280     210.74      65.57		0.7965371896147494 | 0.5693274905342173

 R  93 G  94    284     212.56     65.514		0.7965371896147494 | 0.5893274905342173

 R  93 G  95    280     200.82     66.686		0.8165371896147494 | 0.5893274905342173

 R  93 G  96    284      205.6     67.347		0.7965371896147494 | 0.5493274905342173

 R  93 G  97    282     207.56     69.356		0.7965371896147494 | 0.5793274905342173

 R  93 G  98    280     199.88     65.369		0.7965371896147494 | 0.5793274905342173

 R  93 G  99    280      198.6      68.98		0.8065371896147494 | 0.5893274905342173

93     7###################### RawFitness
           0          0          350

 R  94 G   0    346     205.14     71.165		0.02583487345984803 | 0.16656727208934918

 R  94 G   1    346     205.04     71.125		0.06995052123985346 | 0.10706633519165563

 R  94 G   2    344     205.44     74.154		0.052366195059523446 | 0.10172566269007866

 R  94 G   3    348     202.08     63.308		0.06995052123985346 | 0.10706633519165563

 R  94 G   4    348     209.42     72.911		0.052366195059523446 | 0.09172566269007866

 R  94 G   5    344     217.76     66.122		0.052366195059523446 | 0.10172566269007866

 R  94 G   6    346     213.26     60.424		0.052366195059523446 | 0.10172566269007866

 R  94 G   7    348     202.66     66.905		0.06236619505952345 | 0.09172566269007866

 R  94 G   8    348      205.6     63.217		0.052366195059523446 | 0.08172566269007867

 R  94 G   9    346     211.08      53.85		0.052366195059523446 | 0.08172566269007867

 R  94 G  10    346      222.1     60.054		0.052366195059523446 | 0.08172566269007867

 R  94 G  11    348     205.78     64.909		0.052366195059523446 | 0.08172566269007867

 R  94 G  12    348     210.38     61.514		0.052366195059523446 | 0.08172566269007867
