Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  100
Generations per Run          :  100
Population Size              :  100
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.1
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    348      205.0     73.314		0.10070556186895041 | 0.06107305562731147
 R   1 G  44    306      197.7     70.921		0.5364306944932048 | 0.5519783972101158

 R   1 G  45    284     200.42     78.176		0.7631978421818024 | 0.7790200820104827

 R   1 G  46    280     205.46     72.869		0.7831978421818024 | 0.7790200820104827

 R   1 G  47    276     200.94      70.48		0.7831978421818024 | 0.7790200820104827

 R   1 G  48    288     198.32     74.595		0.7831978421818024 | 0.7890200820104827

 R   1 G  49    280     207.04      68.21		0.7931978421818024 | 0.7790200820104827

 R   1 G  50    276     201.92       78.1		0.8031978421818025 | 0.7590200820104827

 R   1 G  51    280     184.76     75.975		0.7831978421818024 | 0.7690200820104827

 R   1 G  52    274     188.14     76.584		0.8231978421818025 | 0.7790200820104827

 R   1 G  53    282      192.0     82.378		0.8031978421818025 | 0.7590200820104827

 R   1 G  54    280     182.86     79.692		0.8031978421818025 | 0.7490200820104826

 R   1 G  55    278     195.06     75.668		0.8031978421818025 | 0.7690200820104827

 R   1 G  56    292     198.08     73.514		0.7931978421818024 | 0.7490200820104826

 R   1 G  57    282     190.58     76.393		0.7831978421818024 | 0.7690200820104827

 R   1 G  58    286      198.5     76.069		0.7731978421818024 | 0.7590200820104827

 R   1 G  59    282     218.16     62.945		0.7831978421818024 | 0.7590200820104827

 R   1 G  60    282     197.22     76.396		0.7931978421818024 | 0.7490200820104826

 R   1 G  61    282     206.94     71.541		0.8031978421818025 | 0.7390200820104826

 R   1 G  62    278     197.64     74.615		0.8131978421818025 | 0.7790200820104827

 R   1 G  63    280      201.9     74.322		0.7931978421818024 | 0.7590200820104827

 R   1 G  64    280     197.26      73.32		0.7931978421818024 | 0.7490200820104826

 R   1 G  65    280     194.86     74.558		0.8131978421818025 | 0.7790200820104827

 R   1 G  66    280     189.26     79.469		0.7831978421818024 | 0.7490200820104826

 R   1 G  67    280     196.94     73.427		0.8131978421818025 | 0.7790200820104827

 R   1 G  68    288     212.14     71.861		0.8031978421818025 | 0.7790200820104827

 R   1 G  69    284      210.0     72.659		0.8131978421818025 | 0.7790200820104827

 R   1 G  70    282     205.06     70.854		0.7831978421818024 | 0.7490200820104826

 R   1 G  71    280     210.02     70.628		0.7831978421818024 | 0.7490200820104826

 R   1 G  72    282     210.26     70.322		0.8131978421818025 | 0.7790200820104827

 R   1 G  73    282     185.58     76.329		0.7831978421818024 | 0.7490200820104826

 R   1 G  74    284     208.04     67.577		0.8031978421818025 | 0.7590200820104827

 R   1 G  75    284     208.32     73.285		0.7831978421818024 | 0.7490200820104826

 R   1 G  76    276      196.3     79.174		0.7831978421818024 | 0.7590200820104827

 R   1 G  77    284     206.02     71.281		0.8031978421818025 | 0.7490200820104826

 R   1 G  78    278     197.26     71.462		0.7831978421818024 | 0.7590200820104827

 R   1 G  79    280     214.98     66.665		0.8031978421818025 | 0.7590200820104827

 R   1 G  80    282     192.18     79.795		0.8031978421818025 | 0.7790200820104827

 R   1 G  81    280     210.96       68.8		0.8231978421818025 | 0.7790200820104827

 R   1 G  82    282     202.58     74.869		0.7931978421818024 | 0.7590200820104827

 R   1 G  83    288     205.42     71.193		0.7931978421818024 | 0.7590200820104827

 R   1 G  84    276     208.58     75.029		0.8031978421818025 | 0.7490200820104826

 R   1 G  85    282     189.66      79.97		0.7931978421818024 | 0.7590200820104827

 R   1 G  86    284     203.66     71.558		0.8031978421818025 | 0.7890200820104827

 R   1 G  87    276     197.42     77.786		0.7931978421818024 | 0.7490200820104826

 R   1 G  88    280     203.58     72.065		0.8031978421818025 | 0.7490200820104826

 R   1 G  89    278     198.22     75.627		0.8131978421818025 | 0.7890200820104827

 R   1 G  90    276     197.94     76.137		0.7931978421818024 | 0.7390200820104826

 R   1 G  91    278     206.58     74.476		0.8031978421818025 | 0.7890200820104827

 R   1 G  92    282     189.68     77.413		0.8031978421818025 | 0.7490200820104826

 R   1 G  93    280      204.6     75.604		0.7831978421818024 | 0.8090200820104827

 R   1 G  94    284     212.78     70.617		0.7931978421818024 | 0.7890200820104827

 R   1 G  95    280      206.8     74.367		0.7731978421818024 | 0.7990200820104827

 R   1 G  96    288      198.8     74.295		0.7831978421818024 | 0.7990200820104827

 R   1 G  97    282      202.4     67.937		0.7731978421818024 | 0.7890200820104827

 R   1 G  98    284     196.76     79.943		0.7831978421818024 | 0.7990200820104827

 R   1 G  99    280     201.06     72.356		0.7731978421818024 | 0.7890200820104827

1      1###################### RawFitness
           0          0          350

 R   2 G   0    350     217.54     68.959		0.026164254775532192 | 0.03948990944982855

 R   2 G   1    348      210.0     68.698		0.026164254775532192 | 0.03948990944982855

 R   2 G   2    350      209.5     69.682		0.026164254775532192 | 0.03948990944982855

 R   2 G   3    348      218.2     65.597		0.026164254775532192 | 0.049489909449828555

 R   2 G   4    350     213.08     76.468		0.026164254775532192 | 0.03948990944982855

 R   2 G   5    350     217.52     66.119		0.026164254775532192 | 0.03948990944982855

 R   2 G   6    350     199.34     67.076		0.026164254775532192 | 0.03948990944982855

 R   2 G   7    348      214.3     59.665		0.026164254775532192 | 0.03948990944982855

 R   2 G   8    346     220.14     59.559		0.026164254775532192 | 0.03948990944982855

 R   2 G   9    350     200.88     66.092		0.026164254775532192 | 0.02948990944982855

 R   2 G  10    350      207.5     64.141		0.026164254775532192 | 0.03948990944982855

 R   2 G  11    350     205.82     66.465		0.01616425477553219 | 0.03948990944982855

 R   2 G  12    350     202.56     60.348		0.01616425477553219 | 0.03948990944982855

 R   2 G  13    350     213.82     67.855		0.01616425477553219 | 0.03948990944982855

 R   2 G  14    350     200.12     64.407		0.026164254775532192 | 0.03948990944982855

 R   2 G  15    350     207.18     65.333		0.036164254775532194 | 0.03948990944982855

 R   2 G  16    348     219.94      67.25		0.036164254775532194 | 0.03948990944982855

 R   2 G  17    344     208.46     65.047		0.036164254775532194 | 0.03948990944982855

 R   2 G  18    346      203.3     62.959		0.036164254775532194 | 0.03948990944982855

 R   2 G  19    350     215.82     67.049		0.036164254775532194 | 0.03948990944982855

 R   2 G  20    324     217.38     62.891		0.36787767473592636 | 0.1472268825215799

 R   2 G  21    320      203.2     63.367		0.35787767473592635 | 0.17722688252157992

 R   2 G  22    326     214.74      65.42		0.34787767473592635 | 0.1472268825215799

 R   2 G  23    320     217.08     64.315		0.34787767473592635 | 0.1472268825215799

 R   2 G  24    320     214.18     66.606		0.37787767473592637 | 0.1472268825215799

 R   2 G  25    322     213.72     66.901		0.36787767473592636 | 0.1572268825215799

 R   2 G  26    328     218.74     66.241		0.35787767473592635 | 0.1572268825215799

 R   2 G  27    324     226.64     64.514		0.35787767473592635 | 0.1572268825215799

 R   2 G  28    322     221.96     68.085		0.35787767473592635 | 0.1572268825215799

 R   2 G  29    322      206.9     59.659		0.35787767473592635 | 0.1572268825215799

 R   2 G  30    324     210.08     71.109		0.4214747753878748 | 0.515756873671079

 R   2 G  31    322     213.18     63.082		0.4314747753878748 | 0.505756873671079

 R   2 G  32    322     205.66     73.751		0.4014747753878748 | 0.515756873671079

 R   2 G  33    326     222.56     74.907		0.35787767473592635 | 0.1572268825215799

 R   2 G  34    326     196.38     69.448		0.34787767473592635 | 0.1572268825215799

 R   2 G  35    324      208.8      70.58		0.34787767473592635 | 0.1572268825215799

 R   2 G  36    324     209.02     71.933		0.34787767473592635 | 0.1572268825215799

 R   2 G  37    322     212.06     65.344		0.35787767473592635 | 0.1572268825215799

 R   2 G  38    328     220.52     57.883		0.4114747753878748 | 0.515756873671079

 R   2 G  39    326      214.9     66.306		0.3914747753878748 | 0.505756873671079

 R   2 G  40    320     222.14     64.985		0.34787767473592635 | 0.1572268825215799

 R   2 G  41    326     211.48     60.185		0.33787767473592634 | 0.1672268825215799

 R   2 G  42    328      206.8     63.306		0.33787767473592634 | 0.1672268825215799

 R   2 G  43    326     209.82     69.715		0.4214747753878748 | 0.505756873671079

 R   2 G  44    328     207.14     67.809		0.33787767473592634 | 0.1672268825215799

 R   2 G  45    326     206.84      61.02		0.35787767473592635 | 0.1672268825215799

 R   2 G  46    330     211.88     61.176		0.33787767473592634 | 0.1572268825215799

 R   2 G  47    324     210.42     65.885		0.33787767473592634 | 0.13722688252157988

 R   2 G  48    324     195.22     64.387		0.33787767473592634 | 0.1672268825215799

 R   2 G  49    328      206.9     55.566		0.3278776747359263 | 0.1572268825215799

 R   2 G  50    328     201.04     62.499		0.33787767473592634 | 0.1572268825215799

 R   2 G  51    324     208.54     63.157		0.33787767473592634 | 0.1572268825215799

 R   2 G  52    332     227.64     67.732		0.34787767473592635 | 0.18722688252157993

 R   2 G  53    324     211.36     62.375		0.34787767473592635 | 0.1672268825215799

 R   2 G  54    326     213.58     62.763		0.33787767473592634 | 0.1572268825215799

 R   2 G  55    326     219.78     59.922		0.33787767473592634 | 0.1572268825215799

 R   2 G  56    330      201.6     60.702		0.34787767473592635 | 0.13722688252157988

 R   2 G  57    330     217.24     63.656		0.34787767473592635 | 0.13722688252157988

 R   2 G  58    322     213.22     57.104		0.34787767473592635 | 0.1572268825215799

 R   2 G  59    332      221.4     66.084		0.34787767473592635 | 0.17722688252157992

 R   2 G  60    330      214.3      67.85		0.34787767473592635 | 0.12722688252157988

 R   2 G  61    324     212.48     57.931		0.33787767473592634 | 0.13722688252157988

 R   2 G  62    328     211.92     59.968		0.35787767473592635 | 0.1472268825215799

 R   2 G  63    324     204.36     61.006		0.34787767473592635 | 0.13722688252157988

 R   2 G  64    332     225.66     65.645		0.34787767473592635 | 0.12722688252157988

 R   2 G  65    328      213.9     60.233		0.34787767473592635 | 0.12722688252157988

 R   2 G  66    326     214.86     59.591		0.34787767473592635 | 0.13722688252157988

 R   2 G  67    326     210.76     64.652		0.34787767473592635 | 0.12722688252157988

 R   2 G  68    324      208.1     59.633		0.36787767473592636 | 0.1672268825215799

 R   2 G  69    328     211.74     60.965		0.3278776747359263 | 0.1472268825215799

 R   2 G  70    322     207.24      60.94		0.33787767473592634 | 0.1472268825215799

 R   2 G  71    326     211.18      64.08		0.33787767473592634 | 0.13722688252157988

 R   2 G  72    328     211.64      58.32		0.33787767473592634 | 0.1472268825215799

 R   2 G  73    330     215.58     61.997		0.3278776747359263 | 0.13722688252157988

 R   2 G  74    326     208.34     58.189		0.3278776747359263 | 0.1472268825215799

 R   2 G  75    326     210.32     56.967		0.3278776747359263 | 0.1472268825215799

 R   2 G  76    330     212.04      61.55		0.3178776747359263 | 0.12722688252157988

 R   2 G  77    326     217.82     65.593		0.33787767473592634 | 0.1672268825215799

 R   2 G  78    326      221.7     58.703		0.34787767473592635 | 0.11722688252157988

 R   2 G  79    326     221.74     60.127		0.34787767473592635 | 0.11722688252157988

 R   2 G  80    328     223.06     64.104		0.3278776747359263 | 0.1572268825215799

 R   2 G  81    322     207.12     60.722		0.3278776747359263 | 0.11722688252157988

 R   2 G  82    330      221.5     67.653		0.3278776747359263 | 0.11722688252157988

 R   2 G  83    332     212.02     60.268		0.3278776747359263 | 0.11722688252157988

 R   2 G  84    326     206.18     59.517		0.3178776747359263 | 0.13722688252157988

 R   2 G  85    326     209.24     61.028		0.37787767473592637 | 0.13722688252157988

 R   2 G  86    330     199.78     52.793		0.33787767473592634 | 0.11722688252157988

 R   2 G  87    328     209.76     60.466		0.3178776747359263 | 0.13722688252157988

 R   2 G  88    328      208.6     65.079		0.3078776747359263 | 0.13722688252157988

 R   2 G  89    328     210.14     59.932		0.33787767473592634 | 0.11722688252157988

 R   2 G  90    328     207.56     59.043		0.3078776747359263 | 0.13722688252157988

 R   2 G  91    334      209.7     58.523		0.2878776747359263 | 0.1472268825215799

 R   2 G  92    336     208.32     59.143		0.2978776747359263 | 0.13722688252157988

 R   2 G  93    332      221.8     66.499		0.3078776747359263 | 0.11722688252157988

 R   2 G  94    332     214.26     62.579		0.3078776747359263 | 0.12722688252157988

 R   2 G  95    328     218.84     64.409		0.3078776747359263 | 0.11722688252157988

 R   2 G  96    332     213.32     63.594		0.3078776747359263 | 0.13722688252157988

 R   2 G  97    324      201.2     58.119		0.2978776747359263 | 0.12722688252157988

 R   2 G  98    324     207.32     62.828		0.35787767473592635 | 0.12722688252157988

 R   2 G  99    324      211.8     63.122		0.37787767473592637 | 0.12722688252157988

2      0###################### RawFitness
           0          0          350

 R   3 G   0    348     215.02     73.061		0.12143777646662379 | 0.3346236967498485

 R   3 G   1    348     210.24     69.348		0.01789558235218458 | 0.5523983170897775

 R   3 G   2    350     200.52     77.104		0.01789558235218458 | 0.5523983170897775

 R   3 G   3    350     204.52     76.603		0.07286586022861265 | 0.17167606518448353

 R   3 G   4    348     206.66     72.196		0.027895582352184582 | 0.5523983170897775

 R   3 G   5    346     214.68     67.225		0.08286586022861264 | 0.17167606518448353

 R   3 G   6    350      206.1     71.947		0.0 | 0.5523983170897775

 R   3 G   7    350     202.42     63.747		0.0 | 0.5523983170897775

 R   3 G   8    350     215.68     68.231		0.0 | 0.5523983170897775

 R   3 G   9    350     211.38     64.697		0.0 | 0.5523983170897775

 R   3 G  10    350     216.96     72.327		0.0 | 0.5623983170897775

 R   3 G  11    350     205.76     62.696		0.0 | 0.5723983170897775

 R   3 G  12    350     220.22     66.382		0.0 | 0.5623983170897775

 R   3 G  13    350     209.06      72.82		0.0 | 0.5623983170897775

 R   3 G  14    350     217.02     67.121		0.0 | 0.5623983170897775

 R   3 G  15    350     202.26      67.15		0.0 | 0.5523983170897775

 R   3 G  16    324     211.54     66.004		0.388091358768325 | 0.22258386720075074

 R   3 G  17    290     216.68     59.983		0.6871009798336782 | 0.6216330961357203

 R   3 G  18    316      210.8     70.625		0.40809135876832503 | 0.20258386720075072

 R   3 G  19    314     208.84     68.932		0.41809135876832504 | 0.20258386720075072

 R   3 G  20    304     207.66      67.07		0.40809135876832503 | 0.21258386720075073

 R   3 G  21    318     201.08     68.632		0.388091358768325 | 0.22258386720075074

 R   3 G  22    310     206.76     64.901		0.41809135876832504 | 0.20258386720075072

 R   3 G  23    292     203.94     68.962		0.6871009798336782 | 0.6216330961357203

 R   3 G  24    310     210.84     73.664		0.41809135876832504 | 0.21258386720075073

 R   3 G  25    292     210.02     68.563		0.6871009798336782 | 0.6416330961357203

 R   3 G  26    296      197.5     68.286		0.6871009798336782 | 0.6516330961357203

 R   3 G  27    292     199.06     73.735		0.6771009798336782 | 0.6416330961357203

 R   3 G  28    296     211.76     58.617		0.6971009798336782 | 0.5916330961357202

 R   3 G  29    294     191.58     77.195		0.6871009798336782 | 0.6516330961357203

 R   3 G  30    294     206.52     64.013		0.6771009798336782 | 0.6316330961357203

 R   3 G  31    290     209.68     72.626		0.6871009798336782 | 0.6316330961357203

 R   3 G  32    294     211.04     69.458		0.6771009798336782 | 0.6316330961357203

 R   3 G  33    292      206.7     66.789		0.6771009798336782 | 0.6216330961357203

 R   3 G  34    298     202.94     74.405		0.6771009798336782 | 0.6316330961357203

 R   3 G  35    294     207.72      67.02		0.6871009798336782 | 0.6116330961357203

 R   3 G  36    296     203.14     67.946		0.6871009798336782 | 0.6116330961357203

 R   3 G  37    300     206.74     71.225		0.6971009798336782 | 0.6216330961357203

 R   3 G  38    294     201.62     76.809		0.6971009798336782 | 0.6216330961357203

 R   3 G  39    290     206.76     68.919		0.6771009798336782 | 0.6116330961357203

 R   3 G  40    294     209.32     73.091		0.6971009798336782 | 0.6216330961357203

 R   3 G  41    296     214.92     64.037		0.6971009798336782 | 0.6416330961357203

 R   3 G  42    298     223.34     64.915		0.7071009798336783 | 0.6416330961357203

 R   3 G  43    294     207.92     67.032		0.6571009798336782 | 0.6416330961357203

 R   3 G  44    290     210.98     70.386		0.6971009798336782 | 0.6316330961357203

 R   3 G  45    288     197.74      71.17		0.6971009798336782 | 0.6216330961357203

 R   3 G  46    290      200.5     73.207		0.6871009798336782 | 0.6216330961357203

 R   3 G  47    294     206.38     68.084		0.6971009798336782 | 0.6216330961357203

 R   3 G  48    292     202.86     72.805		0.6871009798336782 | 0.6416330961357203

 R   3 G  49    290     208.24     67.879		0.7171009798336783 | 0.6216330961357203

 R   3 G  50    292     219.18     67.469		0.7071009798336783 | 0.6316330961357203

 R   3 G  51    292      209.1     69.599		0.7071009798336783 | 0.6316330961357203

 R   3 G  52    290     207.98     66.129		0.7071009798336783 | 0.6216330961357203

 R   3 G  53    290     203.52     63.872		0.6871009798336782 | 0.6216330961357203

 R   3 G  54    292     203.96     69.774		0.6971009798336782 | 0.6116330961357203

 R   3 G  55    294     199.46     76.797		0.6871009798336782 | 0.6216330961357203

 R   3 G  56    294     210.16     63.519		0.6771009798336782 | 0.6116330961357203

 R   3 G  57    290      213.9     66.447		0.6771009798336782 | 0.6216330961357203

 R   3 G  58    296     200.54     63.753		0.7171009798336783 | 0.6216330961357203

 R   3 G  59    288     198.52     71.428		0.6771009798336782 | 0.6116330961357203

 R   3 G  60    294     207.78     70.336		0.6871009798336782 | 0.6316330961357203

 R   3 G  61    292     213.58     58.277		0.6871009798336782 | 0.6316330961357203

 R   3 G  62    292      211.1     70.625		0.6771009798336782 | 0.6116330961357203

 R   3 G  63    296     205.92     72.567		0.7071009798336783 | 0.6316330961357203

 R   3 G  64    290     185.44     74.731		0.6871009798336782 | 0.6316330961357203

 R   3 G  65    280     208.62     64.945		0.7071009798336783 | 0.6316330961357203

 R   3 G  66    288     200.78     66.217		0.7071009798336783 | 0.6416330961357203

 R   3 G  67    296     210.46     70.641		0.6671009798336782 | 0.6216330961357203

 R   3 G  68    296     205.58     68.476		0.7071009798336783 | 0.6416330961357203

 R   3 G  69    304      217.1     64.676		0.7071009798336783 | 0.6516330961357203

 R   3 G  70    290      209.7     68.372		0.7071009798336783 | 0.6416330961357203

 R   3 G  71    292     200.96     74.326		0.6971009798336782 | 0.6316330961357203

 R   3 G  72    290      194.5     71.589		0.7071009798336783 | 0.6416330961357203

 R   3 G  73    290     205.22     72.805		0.6971009798336782 | 0.6316330961357203

 R   3 G  74    292      195.4     71.202		0.7071009798336783 | 0.6516330961357203

 R   3 G  75    286     202.44       70.7		0.6971009798336782 | 0.6416330961357203

 R   3 G  76    296     211.86      70.42		0.7271009798336783 | 0.6516330961357203

 R   3 G  77    290      207.4     64.101		0.7071009798336783 | 0.6516330961357203

 R   3 G  78    290      212.3     69.833		0.7171009798336783 | 0.6516330961357203

 R   3 G  79    296     204.24     73.783		0.6971009798336782 | 0.6516330961357203

 R   3 G  80    294     200.78     75.555		0.6871009798336782 | 0.6216330961357203

 R   3 G  81    298     200.26     75.856		0.6771009798336782 | 0.6216330961357203

 R   3 G  82    294      201.2     71.848		0.6971009798336782 | 0.6416330961357203

 R   3 G  83    292     202.48     73.003		0.7171009798336783 | 0.6616330961357203

 R   3 G  84    298     214.84     68.718		0.6971009798336782 | 0.6416330961357203

 R   3 G  85    290     203.48     70.236		0.6871009798336782 | 0.6516330961357203

 R   3 G  86    298      192.7     70.961		0.6871009798336782 | 0.6516330961357203

 R   3 G  87    292     207.68     69.929		0.7071009798336783 | 0.6716330961357203

 R   3 G  88    296     195.86     75.689		0.6771009798336782 | 0.6516330961357203

 R   3 G  89    292      207.1     71.601		0.7171009798336783 | 0.6516330961357203

 R   3 G  90    300     207.06     72.956		0.6971009798336782 | 0.6416330961357203

 R   3 G  91    284      203.5     68.982		0.6971009798336782 | 0.6516330961357203

 R   3 G  92    288     208.54     70.309		0.7071009798336783 | 0.6616330961357203

 R   3 G  93    290      204.2     68.625		0.6871009798336782 | 0.6616330961357203

 R   3 G  94    294     210.86     69.627		0.6871009798336782 | 0.6516330961357203

 R   3 G  95    294     212.58     68.893		0.6971009798336782 | 0.6616330961357203

 R   3 G  96    292     192.12     74.608		0.7071009798336783 | 0.6716330961357203

 R   3 G  97    294     204.14     69.868		0.7271009798336783 | 0.6716330961357203

 R   3 G  98    292     201.44     75.638		0.6971009798336782 | 0.6816330961357203

 R   3 G  99    286      195.1     69.809		0.6971009798336782 | 0.6616330961357203

3      2###################### RawFitness
           0          0          350

 R   4 G   0    338      197.1     68.933		0.11388184096276466 | 0.7895946937347886

 R   4 G   1    346     208.56     77.185		0.07382874822138931 | 0.5658013444809428

 R   4 G   2    348     216.22     59.724		0.03470969041647354 | 0.04064650217863075

 R   4 G   3    348      214.2     74.305		0.03470969041647354 | 0.04064650217863075

 R   4 G   4    346      199.9     65.664		0.04470969041647354 | 0.04064650217863075

 R   4 G   5    348     213.72      66.35		0.03470969041647354 | 0.020646502178630746

 R   4 G   6    348     214.96     73.228		0.03470969041647354 | 0.020646502178630746

 R   4 G   7    348     211.74     63.334		0.03470969041647354 | 0.020646502178630746

 R   4 G   8    324     216.22     73.119		0.3259725198887574 | 0.2245216243089747

 R   4 G   9    324     216.26     67.958		0.3059725198887574 | 0.23452162430897472

 R   4 G  10    338     217.42     70.182		0.3059725198887574 | 0.2245216243089747

 R   4 G  11    330     210.42     61.984		0.3059725198887574 | 0.23452162430897472

 R   4 G  12    328     201.24     67.853		0.3059725198887574 | 0.23452162430897472

 R   4 G  13    330     209.54     65.736		0.2959725198887574 | 0.23452162430897472

 R   4 G  14    326     207.24     56.591		0.3159725198887574 | 0.2245216243089747

 R   4 G  15    330     211.02     58.132		0.3159725198887574 | 0.24452162430897473

 R   4 G  16    326     217.92     61.944		0.3259725198887574 | 0.25452162430897474

 R   4 G  17    328      213.3     58.991		0.3059725198887574 | 0.23452162430897472

 R   4 G  18    332     216.16     59.528		0.3159725198887574 | 0.24452162430897473

 R   4 G  19    332     204.98     62.639		0.3159725198887574 | 0.2245216243089747

 R   4 G  20    324     213.42     62.726		0.2959725198887574 | 0.23452162430897472

 R   4 G  21    322     217.22     59.133		0.3359725198887574 | 0.25452162430897474

 R   4 G  22    330     219.04     67.731		0.3159725198887574 | 0.23452162430897472

 R   4 G  23    330     219.28     59.402		0.3159725198887574 | 0.23452162430897472

 R   4 G  24    326      212.0      59.82		0.3059725198887574 | 0.23452162430897472

 R   4 G  25    330      211.3     60.301		0.3359725198887574 | 0.25452162430897474

 R   4 G  26    334     209.22     61.967		0.3259725198887574 | 0.23452162430897472

 R   4 G  27    328     217.82     66.517		0.3059725198887574 | 0.23452162430897472

 R   4 G  28    326     222.06     63.312		0.3359725198887574 | 0.26452162430897475

 R   4 G  29    330     205.44     69.443		0.3059725198887574 | 0.23452162430897472

 R   4 G  30    324      220.2     65.339		0.3259725198887574 | 0.26452162430897475

 R   4 G  31    330     216.12     63.795		0.3359725198887574 | 0.23452162430897472

 R   4 G  32    326     221.14     65.824		0.34597251988875743 | 0.25452162430897474

 R   4 G  33    332     211.12     67.642		0.3059725198887574 | 0.23452162430897472

 R   4 G  34    332     214.98     65.359		0.3059725198887574 | 0.23452162430897472

 R   4 G  35    330     213.44     65.252		0.3359725198887574 | 0.23452162430897472

 R   4 G  36    326     214.64      65.79		0.3359725198887574 | 0.23452162430897472

 R   4 G  37    326     205.52     62.565		0.3359725198887574 | 0.2245216243089747

 R   4 G  38    332     223.02     63.829		0.3359725198887574 | 0.23452162430897472

